x,y,mi,mis,sc,sc_masked,mean_intensity
-100,-100,0.25039719291538215,0.4075527287485306,0.32073974609375,0.7857776791657421,65.25127579321057
-90,-100,0.2497579834582111,0.41039698944889225,0.3196563720703125,0.8031950299534059,62.96144885733304
-80,-100,0.25646269354319734,0.411821025027555,0.32061767578125,0.7767916574217884,65.44730419347681
-70,-100,0.2524764038456367,0.40895521458448736,0.3172149658203125,0.7823940536942534,64.3299866873752
-60,-100,0.25151415531287746,0.40858094031398684,0.3183746337890625,0.7853339250055469,64.30463723097404
-50,-100,0.24738956684483115,0.40164960678270556,0.3181304931640625,0.7713001996893721,65.80790991790548
-40,-100,0.24983386993840595,0.40752191076378874,0.3202056884765625,0.7884402041269137,64.02257599289993
-30,-100,0.24795736360892018,0.40755354732314253,0.3198394775390625,0.7979809185711116,62.85472598180608
-20,-100,0.2468162898344252,0.40414932733165176,0.3222503662109375,0.7866651874861327,65.05508098513424
-10,-100,0.2489471343625314,0.40721205559616797,0.3233489990234375,0.7913246061681828,65.29376525404926
0,-100,0.2511343967834527,0.41010932467340167,0.3226318359375,0.7948746394497448,64.22331928111826
10,-100,0.2505351483566889,0.4090885097944524,0.3225860595703125,0.7927668071888174,62.8175061016197
20,-100,0.24803248816165385,0.4090819667505156,0.3213958740234375,0.8052473929443088,62.08980474816951
30,-100,0.24632891575637117,0.4116051527210927,0.3232269287109375,0.8263811848236077,61.095351675171955
40,-100,0.24833900283066682,0.40710314749452303,0.3229522705078125,0.7938207233192811,65.10173064122476
50,-100,0.2509160119520885,0.406107935626373,0.3240814208984375,0.7759596183714222,65.83497892167739
60,-100,0.25100857346974226,0.4063336233920853,0.32293701171875,0.7766252496117151,65.84224539605059
70,-100,0.2523673166957092,0.40641657340749093,0.3211669921875,0.7702462835589083,67.08464610605725
80,-100,0.2518047493624014,0.4033246073610701,0.3211517333984375,0.7575992899933437,68.04337696915908
90,-100,0.25389158458174366,0.41068102323273104,0.323089599609375,0.7839471932549368,65.87763479032616
100,-100,0.2474106687479138,0.4066518491339799,0.324249267578125,0.7962059019303306,63.595185267361884
-100,-90,0.24504525298631405,0.40770334040588363,0.32232666015625,0.8132904370978478,62.544153538939426
-90,-90,0.25042748863026976,0.4103010186946141,0.322265625,0.7993676503217217,63.213723097404035
-80,-90,0.25230066127247147,0.4085354072232148,0.321807861328125,0.7811737297537165,63.86670734413135
-70,-90,0.2561590224914314,0.40893248599265175,0.3190155029296875,0.7638673175061016,65.5292877745729
-60,-90,0.25464351638984345,0.4097799707941035,0.3191375732421875,0.7756822720213002,65.07532726869314
-50,-90,0.24909110118061722,0.4052260024453166,0.316925048828125,0.7806745063234968,64.87247614821389
-40,-90,0.24903461247644113,0.4046259148949013,0.31988525390625,0.7779565120923009,66.28871755047703
-30,-90,0.25038912035482114,0.40857638461042356,0.3217010498046875,0.790936321278012,64.43266030619037
-20,-90,0.2510474319306566,0.408302812449849,0.325958251953125,0.7862769025959618,65.41479920124252
-10,-90,0.2478313755762527,0.4056747303577038,0.3221435546875,0.7892167739072554,64.85844242289771
0,-90,0.24896610233272562,0.406410078370001,0.3240509033203125,0.7872198801863768,64.8602174395385
10,-90,0.2512230806999724,0.41140723867645346,0.325469970703125,0.8009207898824051,63.24450854226758
20,-90,0.2524008170785282,0.41511437376812216,0.3248138427734375,0.8135677834479699,63.22725759928999
30,-90,0.2541326360651183,0.41914262053372275,0.32379150390625,0.825049922343022,62.017694697137784
40,-90,0.25050270644464745,0.41269485199601197,0.324951171875,0.8109607277568227,64.10483692034613
50,-90,0.24931070137195877,0.4055787288847167,0.3269500732421875,0.7813401375637896,65.40936321278012
60,-90,0.24807948203246633,0.40365969059692164,0.3238677978515625,0.7779010428222765,65.41285777679165
70,-90,0.25084183072804905,0.40659954095658246,0.3208160400390625,0.778788551142667,65.9747614821389
80,-90,0.2567564687550547,0.4097296216283629,0.3215179443359375,0.764865764366541,68.0149767029066
90,-90,0.258174373134141,0.4136658308665572,0.3213653564453125,0.7774572886620812,66.30802085644552
100,-90,0.2521363648866454,0.41167707933084335,0.3222808837890625,0.7977035722209895,63.40769913467939
-100,-80,0.24844508973236337,0.4129780384787579,0.322113037109375,0.8226647437319725,60.859108054138005
-90,-80,0.24790936112181503,0.40908087210473054,0.32086181640625,0.8058575549145773,62.10078766363435
-80,-80,0.25527015795119223,0.4120041273321552,0.321197509765625,0.7836698469048148,63.95379409806967
-70,-80,0.25857650815369876,0.416686115431267,0.3208770751953125,0.7905480363878411,63.840026625249614
-60,-80,0.2581990837063864,0.41148286449183125,0.319915771484375,0.7664189039272243,66.65309518526736
-50,-80,0.2537160783530783,0.4121030319807686,0.319976806640625,0.7919347681384513,63.689538495673396
-40,-80,0.2448141748676466,0.40041657114011164,0.3199310302734375,0.7780119813623253,65.54493010871977
-30,-80,0.25154200957497075,0.4073662829275334,0.3231353759765625,0.7791213667628134,66.13373641002885
-20,-80,0.2557471760098412,0.41189317112854545,0.3236846923828125,0.7807299755935212,66.02301974706013
-10,-80,0.2493564173847938,0.40103158933953087,0.3233184814453125,0.7583758597736854,68.15381628577768
0,-80,0.24729424364796757,0.4030075784604814,0.3229217529296875,0.7785666740625693,65.77141113822942
10,-80,0.25191025383089594,0.40414011848587705,0.3236541748046875,0.7611493232749057,67.62929886842689
20,-80,0.25379766481190247,0.4105538219008752,0.32489013671875,0.7837807854448635,66.19020412691368
30,-80,0.2565934029731128,0.4173322536498379,0.3242950439453125,0.8036942533836254,64.37597071222542
40,-80,0.2565167691532201,0.4181431281503357,0.3262786865234375,0.808131794985578,63.947193254936764
50,-80,0.24850947592005904,0.4047996911408267,0.325469970703125,0.7814510761038385,64.94147992012425
60,-80,0.2536007058179131,0.4084487200180462,0.3214111328125,0.7742400710006656,65.62003550033282
70,-80,0.2530387183065334,0.4062004666979246,0.32135009765625,0.7658087419569558,67.24362103394719
80,-80,0.25547627819124563,0.40595331391345557,0.3219146728515625,0.7523851786110495,68.75549145773242
90,-80,0.26470630222601466,0.42016447839641624,0.3204498291015625,0.777290880852008,66.51403372531618
100,-80,0.2517122134407708,0.40955556822222194,0.32159423828125,0.7892167739072554,64.58486798313734
-100,-70,0.2505269162965952,0.414471890780731,0.3224334716796875,0.8197248724206789,61.12724650543599
-90,-70,0.25291425437258597,0.41105714321216885,0.3194122314453125,0.7907144441979144,63.85883070778789
-80,-70,0.24826175185600063,0.40607182507543704,0.320587158203125,0.7890503660971822,64.1284113601065
-70,-70,0.2515427949176092,0.4076333207662891,0.3206634521484375,0.7804526292433992,65.37763479032616
-60,-70,0.2586514164554339,0.4107814364243711,0.31976318359375,0.760650099844686,67.63434657199912
-50,-70,0.25474176396695486,0.41294012207656217,0.3187255859375,0.7909917905480364,63.56939205680053
-40,-70,0.24664822246900409,0.404036729236255,0.3192901611328125,0.7869425338362547,64.43216108276015
-30,-70,0.24751914479145334,0.4055510950909874,0.3235931396484375,0.7901597514976703,65.20057688040825
-20,-70,0.2511823269418345,0.41132210950229603,0.3217315673828125,0.8006989128023075,64.2311404481917
-10,-70,0.24833701891209176,0.40141001647144386,0.323760986328125,0.7653649877967605,67.28378078544486
0,-70,0.25669378257967645,0.40603924519338846,0.326416015625,0.74672731306856,69.12414022631462
10,-70,0.2510460019268639,0.40547244967481155,0.32635498046875,0.7721322387397381,65.88628799644997
20,-70,0.25333525008640007,0.40846061063665523,0.3255462646484375,0.7756268027512758,66.0184157976481
30,-70,0.25122261138451873,0.41106285988684843,0.32440185546875,0.7992012425116486,64.30535833148436
40,-70,0.25508070938474187,0.41516502267517896,0.325469970703125,0.8004215664521855,64.11382294209008
50,-70,0.25277178790011423,0.4102490454994042,0.324066162109375,0.7873862879964499,64.8120701131573
60,-70,0.25461115468279377,0.40796149859226793,0.321533203125,0.7667517195473708,67.04620590193034
70,-70,0.2515192726363248,0.40589025111424804,0.3179168701171875,0.7718548923896161,66.60511426669625
80,-70,0.25462358779299743,0.40809596409652527,0.321502685546875,0.7673618815176392,67.05630130907477
90,-70,0.25611720845105856,0.4138163431304462,0.3210906982421875,0.788495673396938,64.39732638118483
100,-70,0.24846453972563767,0.4075836877176501,0.31964111328125,0.7955957399600622,63.77950965165299
-100,-60,0.25087592317758267,0.41225821738659085,0.32080078125,0.806911471045041,62.707344131351235
-90,-60,0.2502175129022137,0.4070624208232255,0.319183349609375,0.7842245396050588,65.15542489460839
-80,-60,0.25118316786963163,0.4057094603036232,0.3232269287109375,0.7726314621699578,66.68521189261149
-70,-60,0.2511289385705908,0.4072083705652658,0.3188018798828125,0.7803971599733748,65.04786998003107
-60,-60,0.25239712843292855,0.40707873482298845,0.3208160400390625,0.7734080319502995,65.58925005546926
-50,-60,0.2597262754988453,0.41334287190443664,0.319305419921875,0.7680829820279566,65.60960727756823
-40,-60,0.2551769013251711,0.4114671165459388,0.3204193115234375,0.7814510761038385,65.15359440869759
-30,-60,0.2498672691153611,0.40554732236586033,0.3232269287109375,0.7784002662524961,66.14982249833592
-20,-60,0.2497339602439613,0.4064679296249243,0.32373046875,0.7836698469048148,65.79165742178833
-10,-60,0.25094032180814574,0.40937165085185556,0.3269500732421875,0.7921566452185489,64.32632571555358
0,-60,0.2507188814045917,0.4064654977791202,0.3247528076171875,0.7787330818726426,66.05724428666518
10,-60,0.25331721022783565,0.4103063382509109,0.323486328125,0.784945640115376,64.86565342800088
20,-60,0.24731290610942994,0.40544470109500796,0.3247222900390625,0.79065897492789,64.41696250277346
30,-60,0.2523640039991328,0.4121376893774332,0.3247528076171875,0.7988684268915021,64.0493121810517
40,-60,0.25141062255234703,0.41407980382592147,0.3266448974609375,0.8133459063678722,62.907199911249165
50,-60,0.25016389181764326,0.4080849035771285,0.3276214599609375,0.7896050587974263,65.50981806079432
60,-60,0.2534413183703086,0.41149545637785245,0.3226165771484375,0.7902706900377191,64.05563567783447
70,-60,0.24824109447649795,0.4088468189051645,0.3214263916015625,0.8030286221433326,61.577712447304194
80,-60,0.25242734336738126,0.40878412171217826,0.321807861328125,0.7817838917239849,64.65420457066784
90,-60,0.2512582033453968,0.4096340631190822,0.3228302001953125,0.7918792988684269,63.84640559130242
100,-60,0.2525358518079657,0.41226516177024664,0.3191375732421875,0.7986465498114045,63.26309074772576
-100,-50,0.2472580612389081,0.41049302906673146,0.321044921875,0.8161748391391169,62.35239627246506
-90,-50,0.25066060581606336,0.4102124141142662,0.320159912109375,0.797759041491014,63.06134901264699
-80,-50,0.2516705759115041,0.40883720559865744,0.3243255615234375,0.7858331484357666,64.9397603727535
-70,-50,0.25182796791502193,0.4099930444626146,0.3214874267578125,0.7908253827379632,63.75094297759041
-60,-50,0.2512408085699841,0.4077750885788592,0.3179779052734375,0.7826714000443754,64.1836587530508
-50,-50,0.2508695365820943,0.40679365462070094,0.31793212890625,0.7796205901930331,65.20767694697138
-40,-50,0.2503168304204916,0.4069398612614057,0.31951904296875,0.7831151542045707,64.34080319502995
-30,-50,0.2496164020359674,0.40322190458755386,0.32275390625,0.7680275127579321,67.18892833370313
-20,-50,0.24618272998216228,0.40381530153752065,0.3226470947265625,0.7881628577767916,63.93903927224318
-10,-50,0.2467874472331731,0.4081697414421813,0.328125,0.806911471045041,62.476037275349455
0,-50,0.24920976843513057,0.4110801922203535,0.3245697021484375,0.8093521189261149,62.812291990237405
10,-50,0.25094641181997357,0.4113080714605327,0.3248443603515625,0.8018082982027956,63.70079875748835
20,-50,0.24747790838503508,0.407673160215521,0.32513427734375,0.8009762591524295,64.85239627246506
30,-50,0.25460139527426107,0.4176033921679819,0.3249969482421875,0.8150099844686044,63.307577102285336
40,-50,0.2540749502568852,0.42041619720607537,0.324920654296875,0.8317062347459507,62.16230308409141
50,-50,0.25148378309812536,0.41704846026697384,0.3258209228515625,0.8278233858442423,62.38173951630797
60,-50,0.25526654011540084,0.4151178824717354,0.324066162109375,0.7992567117816729,63.43321499889061
70,-50,0.25361508029067437,0.41453143263147757,0.322052001953125,0.804581761704016,62.77584867983138
80,-50,0.24905145189505065,0.4062513631442186,0.3244476318359375,0.7859995562458398,65.15237408475704
90,-50,0.24633402313908748,0.4053311387370462,0.3226318359375,0.7949855779897936,63.98330374972265
100,-50,0.2472315128296622,0.4112319565838224,0.319976806640625,0.8200022187708009,62.01891502107832
-100,-40,0.24763253486424364,0.4085710749130566,0.3227996826171875,0.8046927002440648,62.95379409806967
-90,-40,0.2459932728368534,0.4057225827991343,0.3227081298828125,0.7986465498114045,62.37502773463501
-80,-40,0.25235723448038583,0.4124193600628132,0.3219146728515625,0.8003106279121367,62.626414466385626
-70,-40,0.2532355443958022,0.41387455038648335,0.3226470947265625,0.8031950299534059,62.19963390281784
-60,-40,0.25172454836900293,0.40814788983782924,0.321197509765625,0.7821167073441313,64.82127801198136
-50,-40,0.249119500441526,0.40242546893498066,0.3187408447265625,0.7665298424672732,66.84723763035278
-40,-40,0.24965867664498817,0.4028758943064038,0.321014404296875,0.7660860883070779,67.6168182826714
-30,-40,0.2488919467083493,0.4067796769058199,0.3223419189453125,0.789438650987353,64.61659640559131
-20,-40,0.250602656097387,0.4125396430066393,0.3248291015625,0.8096849345462613,63.278178389172396
-10,-40,0.24787926437156782,0.40783045141394636,0.3268280029296875,0.7997559352118926,63.934213445751055
0,-40,0.2497307289540137,0.4141416453063545,0.32537841796875,0.822054581761704,62.31284668293765
10,-40,0.2508073413088746,0.41454153256691767,0.326171875,0.8186709562902152,63.59402041269137
20,-40,0.2492780358413187,0.41073798702836106,0.32720947265625,0.8072997559352119,63.719436432216554
30,-40,0.2515545233438231,0.4119494645463969,0.32586669921875,0.8019747060128689,65.11870423785223
40,-40,0.26097105712803387,0.42416164953983776,0.3254547119140625,0.8159529620590193,64.16108276015088
50,-40,0.2628019526153096,0.42881038394435333,0.3250885009765625,0.8300421566452185,62.300033281562015
60,-40,0.2545033518688647,0.41800457219280523,0.323699951171875,0.8175061016197027,62.34895717772354
70,-40,0.2514616189374506,0.40846184081453074,0.3232574462890625,0.7850011093854005,64.9827490570224
80,-40,0.24877065268867296,0.40610369018589954,0.3265838623046875,0.7866651874861327,65.28727534945641
90,-40,0.24948376355741742,0.4076710278130198,0.3243255615234375,0.790936321278012,66.23901708453516
100,-40,0.24650310942436138,0.40686476906492053,0.3202972412109375,0.8018082982027956,64.24850232970934
-100,-30,0.25107858017101453,0.4083783361062264,0.323486328125,0.7864987796760594,64.45434879076991
-90,-30,0.25202941570801546,0.40755415500244635,0.320770263671875,0.7776236964721545,64.99511870423785
-80,-30,0.2635663273077719,0.4187582509820564,0.3213043212890625,0.7759596183714222,66.34684934546262
-70,-30,0.2595504255018316,0.41741596799129244,0.3225250244140625,0.7893277124473042,65.02645884180164
-60,-30,0.2472032755098431,0.39955517255887796,0.3230438232421875,0.7617594852451742,68.00099844686044
-50,-30,0.25450429554386633,0.4027403727570902,0.3167724609375,0.7411803860661194,69.59490792101175
-40,-30,0.2452048955205351,0.39939837233438025,0.3195343017578125,0.7709673840692256,66.45384956733969
-30,-30,0.2476349416989463,0.4072533131211784,0.323486328125,0.7980918571111604,63.61692922121145
-20,-30,0.2515377368887657,0.41273143557969094,0.3256072998046875,0.8059684934546262,63.16391169292212
-10,-30,0.249256049679694,0.4091517674520481,0.3272247314453125,0.7994785888617706,64.31417794541824
0,-30,0.25342604474871155,0.4140761445933976,0.3267364501953125,0.8032504992234302,64.2916019525183
10,-30,0.24760916856167603,0.40548580490514174,0.32379150390625,0.7893831817173286,65.76336809407589
20,-30,0.25023397903378053,0.40758920423901684,0.324920654296875,0.7867761260261815,66.30391613046372
30,-30,0.25109436061590484,0.4102800717319466,0.3231201171875,0.7959285555802086,65.26059463057466
40,-30,0.2548233184766423,0.4087949182103898,0.325286865234375,0.7698579986687375,68.38345906367873
50,-30,0.254675179389815,0.4109653946105827,0.3250579833984375,0.7814510761038385,67.09790326159307
60,-30,0.25090596253766306,0.4092485407493338,0.3248291015625,0.7917128910583536,65.179554027069
70,-30,0.24849060079479438,0.4029836116667713,0.3265228271484375,0.7724650543598847,66.67461726203683
80,-30,0.25094674912122694,0.402433325557881,0.3251953125,0.7574328821832704,67.81972487242068
90,-30,0.24857067522522994,0.40286399672511897,0.3252410888671875,0.7714666074994453,66.10361659640559
100,-30,0.24115722364700298,0.3960385194091508,0.322479248046875,0.7744064788107389,66.34834701575328
-100,-20,0.2489404792613117,0.40247941868886883,0.322357177734375,0.7676946971377857,66.92173285999556
-90,-20,0.25230223380608524,0.40918042328911164,0.3225860595703125,0.784390947415132,66.01403372531618
-80,-20,0.2595158888771551,0.4190787910293628,0.321075439453125,0.7978145107610384,64.95617927668071
-70,-20,0.2551586332432529,0.4103727446255471,0.3216705322265625,0.7760705569114711,66.64826935877524
-60,-20,0.2545748820447075,0.4084910125084306,0.32373046875,0.7695806523186155,66.4517972043488
-50,-20,0.2502559138475364,0.3984698033527505,0.32171630859375,0.7410694475260705,69.64410916352341
-40,-20,0.25135884107857676,0.4091023511739839,0.3219451904296875,0.7887175504770357,64.6777235411582
-30,-20,0.24961019922721805,0.40827449920503034,0.32171630859375,0.7933214998890614,64.69153538939428
-20,-20,0.24939903655542425,0.4066766047826264,0.3231048583984375,0.7863878411360107,65.86565342800088
-10,-20,0.2524278718707396,0.40699853972075073,0.327850341796875,0.7728533392500555,67.26142666962502
0,-20,0.2481261247331249,0.40360648861153625,0.327667236328125,0.7774018193920568,66.9583980474817
10,-20,0.24656195191267757,0.40268575932337203,0.3261871337890625,0.7806190370534724,66.26475482582649
20,-20,0.25455839219064147,0.41133673698762396,0.3265380859375,0.7838917239849124,65.21488795207455
30,-20,0.2478889668550324,0.403535738543517,0.323638916015625,0.7782338584424229,66.29448635455958
40,-20,0.24586123724377315,0.4024066111066531,0.3247528076171875,0.7827268693143998,65.46222542711338
50,-20,0.24828995142288882,0.4061776816203594,0.3235626220703125,0.789438650987353,64.89560683381407
60,-20,0.24776542962765294,0.4069844223057093,0.3255615234375,0.7960949633902817,64.78233858442422
70,-20,0.2494750694670262,0.40495543334543754,0.3252410888671875,0.7774018193920568,64.76702906589749
80,-20,0.24972543063576658,0.4050504805581096,0.32452392578125,0.7766252496117151,64.69392056800532
90,-20,0.2500173679496712,0.4030016146769843,0.3240814208984375,0.7649212336365654,66.03838473485689
100,-20,0.2472648398549281,0.4014250351067586,0.3212738037109375,0.7708009762591524,65.54165742178833
-100,-10,0.24793808289275288,0.40270844011485185,0.32196044921875,0.7738517861104948,65.8127357443976
-90,-10,0.24991080152543943,0.40584601341805093,0.3218841552734375,0.7796760594630575,65.3904481917018
