x,y,mi,mis,sc,sc_masked,nmi,masked_mi,mis_masked
-900,-300,0.27910431278574854,0.2557905785944905,0.2992401123046875,-0.23313734191258043,1.0329817104286119,0.020536632908832744,-0.04649243298866004
-800,-300,0.2737716802472332,0.3216194725702862,0.312408447265625,0.4784779232305303,1.0284648938243317,0.010757815432399984,-0.027993016606650382
-700,-300,0.24921046612725134,0.2981343622887779,0.32275390625,0.48923896161526514,1.0256143220079252,0.0066494175211306746,-0.02443556140054672
-600,-300,0.24267739804077276,0.3016190443687071,0.318878173828125,0.5894164632793433,1.0249812854996225,0.0053286720224761126,-0.026222248767406295
-500,-300,0.23880405971609814,0.29510536879087074,0.31805419921875,0.5630130907477258,1.0246015220359121,0.004194069937343408,-0.022619775192454686
-400,-300,0.24329643895025088,0.2993814178719283,0.3177032470703125,0.5608497892167739,1.025047894208827,0.004894841052904857,-0.027809840553485204
-300,-300,0.2501769940815807,0.30716057517765344,0.3195343017578125,0.5698358109607278,1.0257807998799913,0.006573546904469228,-0.025765037519759754
-200,-300,0.24763626708108405,0.2994223775758699,0.3167877197265625,0.5178611049478589,1.025480517727094,0.008353769596409611,-0.02782328831350829
-100,-300,0.24286760397121385,0.30073314646067467,0.3214263916015625,0.5786554248946084,1.0250304371730015,0.004698908435428991,-0.02904859544741991
0,-300,0.2399731287762638,0.29280206154750854,0.3147125244140625,0.5282893277124473,1.0247634469659483,0.0059221464224327,-0.025939402279586386
100,-300,0.2515922330190295,0.2934715318874564,0.31494140625,0.4187929886842689,1.025908229415831,0.008084989396285347,-0.03209694980939471
200,-300,0.2543291766179075,0.309798446642314,0.315032958984375,0.5546927002440648,1.026165668197333,0.010245488218343146,-0.011920032083409682
300,-300,0.2507227787495161,0.30134403457378944,0.320159912109375,0.5062125582427335,1.0257818449098979,0.0075743318276582875,-0.016632457610992704
400,-300,0.24420466457831014,0.29166971893819477,0.31744384765625,0.47465054359884623,1.0251172287112547,0.007954201649940963,-0.020357313770516104
500,-300,0.2392010133049568,0.2957796687298514,0.318328857421875,0.5657865542489461,1.024640119196535,0.004595417826400005,-0.02610127620510654
600,-300,0.24398225614592967,0.30448258896154984,0.322296142578125,0.6050033281562015,1.02510799852613,0.0051350682166975735,-0.012526347359073452
700,-300,0.2527271640970552,0.30955543123705964,0.316741943359375,0.5682826714000444,1.0260764540948284,0.005408024288406369,-0.027074780237886068
800,-300,0.26185977520771286,0.2594135803996365,0.3021697998046875,-0.024461948080763258,1.0297333192827605,0.008504676965704762,-0.04729740867884815
900,-300,0.21580891130622315,0.14754288068718607,0.2863311767578125,-0.6826603061903705,1.0305074662770857,0.009466959884178429,-0.08004934808120875
1000,-300,0.08151819051275434,-0.018348683239187077,0.280303955078125,-0.9986687375194142,1.0160977982309773,0.006614575061426493,-0.09338542493857352
1100,-300,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
1200,-300,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
-1200,-200,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
-1100,-200,0.02064609996546964,-0.07935390003453037,0.2797393798828125,-1.0,1.0042474535468728,0.001775962362847763,-0.09822403763715225
-1000,-200,0.22999386882692616,0.17458561499954653,0.2875518798828125,-0.5540825382737963,1.032532794908423,0.006947204491595465,-0.07752139990157073
-900,-200,0.291820325155122,0.2964298214941502,0.302520751953125,0.04609496339028178,1.0325496186921532,0.014771554723731256,-0.03556126089641519
-800,-200,0.2450701559156529,0.3012549795233742,0.3171844482421875,0.5618482360772132,1.0252183591516886,0.005285223488592507,-0.019809074270448986
-700,-200,0.25115309370292854,0.3093237171775236,0.3154144287109375,0.5817062347459507,1.0258320808789985,0.005082536427412414,-0.015352342649578934
-600,-200,0.24636716706699924,0.30488170001574566,0.3200531005859375,0.5851453294874639,1.0253839621133745,0.0033609474148803145,-0.023430710006908016
-500,-200,0.24219494510220144,0.30069838419694295,0.320159912109375,0.5850343909474152,1.0249659150867285,0.0077163486960593886,-0.0228361252333837
-400,-200,0.24632104043938072,0.2985231704593497,0.3193359375,0.5220213001996894,1.0253461781346884,0.007934641700090067,-0.02663380737912005
-300,-200,0.24105571171477838,0.2984996877520537,0.3216705322265625,0.5744397603727535,1.0247919336733673,0.005853730275063131,-0.018408528433612265
-200,-200,0.24879203538894845,0.30348473563301326,0.319366455078125,0.5469270024406478,1.0255930211290587,0.008012579379186442,-0.016682339635679326
-100,-200,0.24302935128435324,0.30550439011284225,0.3257293701171875,0.6247503882848902,1.0250454775608986,0.006870684442626397,-0.009048996054378266
0,-200,0.23989495999967153,0.3002788073482404,0.319549560546875,0.603838473485689,1.0247369556956685,0.004103452266872936,-0.02724777915092161
100,-200,0.25026443079126515,0.2961874394444713,0.3186492919921875,0.45923008653206127,1.0257211930230008,0.004414858507953264,-0.027934819770280596
200,-200,0.24422422677934402,0.28594266476470015,0.3160247802734375,0.4171843798535611,1.0250901704180369,0.0042674576433282445,-0.02799346980286657
300,-200,0.2532306878881937,0.2989207256072973,0.31500244140625,0.45690037719103616,1.02611264150778,0.003945505411945348,-0.037234880654174025
400,-200,0.24264309502768683,0.3029603792522264,0.319854736328125,0.603172842245396,1.0250735962698188,0.0065507069004827724,-0.017123577545933914
500,-200,0.24172489678450582,0.2992354359458105,0.3187408447265625,0.5751053916130464,1.0249484337573305,0.0044060670112305205,-0.03047300998011627
600,-200,0.24696360626063252,0.3016507595776949,0.320587158203125,0.5468715331706234,1.0254648390629424,0.006729536139160027,-0.030312842383138625
700,-200,0.24510186071338272,0.2997279978334182,0.314361572265625,0.546261371200355,1.0252965182582763,0.00685216950028777,-0.020083708023564018
800,-200,0.2656875247248513,0.2830216716074783,0.3094329833984375,0.17334146882627025,1.02859488264788,0.00909878652571057,-0.046902988490930206
900,-200,0.2527139003878113,0.2048716549917607,0.2919769287109375,-0.47842245396050587,1.0331009343793969,0.028574133267845265,-0.053808826572403254
1000,-200,0.13700753505575008,0.038699347791494476,0.282684326171875,-0.983081872642556,1.0258166679828093,0.009740993191420116,-0.08952681244425771
1100,-200,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
1200,-200,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
-1200,-100,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
-1100,-100,0.048115430983490984,-0.05178472433046509,0.2799224853515625,-0.9990015531395607,1.0098635330053143,0.004485766773284464,-0.09544767010268626
-1000,-100,0.24793957343827605,0.20709200299230313,0.292938232421875,-0.4084757044597293,1.0339823557078895,0.007962275261893734,-0.06780874759144552
-900,-100,0.28710873428940986,0.31366187385009325,0.30828857421875,0.2655313956068338,1.0313641961697506,0.010392931732367317,-0.032262936916401266
-800,-100,0.24376650303895642,0.30463293303673766,0.3196258544921875,0.6086642999778122,1.0251023442682798,0.0038700122678579792,-0.022000855271525205
-700,-100,0.24795315275371166,0.30272905690281304,0.3199615478515625,0.547759041491014,1.0254737333230655,0.005354078628247641,-0.02209211617982868
-600,-100,0.2487724118805711,0.3016401731408329,0.318145751953125,0.5286776126026181,1.0255940076070316,0.007179713481955704,-0.030827830338767622
-500,-100,0.24641660118251169,0.3062402089038341,0.32061767578125,0.5982360772132239,1.025342084948507,0.005886639025206707,-0.018397807391478452
-400,-100,0.25074991431075266,0.2983924703347154,0.3198699951171875,0.47642556023962723,1.025793327825168,0.005442033816615113,-0.028704848810409515
-300,-100,0.24597486892152493,0.30209867633221943,0.3163604736328125,0.5612380741069447,1.025321090634939,0.0046547533132590075,-0.020672515379884994
-200,-100,0.2573865499774117,0.31373223446820386,0.31439208984375,0.563456844907921,1.0265375921111357,0.009050884538901387,-0.025750535474411234
-100,-100,0.25039719291538215,0.3079521074927063,0.32073974609375,0.5755491457732417,1.0257837657862534,0.005598757113829348,-0.02560825420190174
0,-100,0.2511343967834527,0.31050870341757736,0.3226318359375,0.593743066341247,1.0258220733446954,0.005839303875173195,-0.01515581482906466
100,-100,0.2474106687479138,0.3070956032941752,0.324249267578125,0.5968493454626137,1.0254017206290025,0.005012078383896254,-0.016532186093583225
200,-100,0.25810148936911537,0.3015394747252281,0.3172149658203125,0.4343798535611271,1.0266197484953237,0.013475711477861033,-0.01616706642318179
300,-100,0.2435256184973276,0.3004426364693711,0.3163909912109375,0.5691701797204349,1.0252014338289963,0.0076896651405926,-0.027855043091047076
400,-100,0.24323674670579448,0.3039534096745098,0.3152313232421875,0.6071666296871533,1.025204782652931,0.004919916518365037,-0.027607263423946923
500,-100,0.239322202994904,0.2965997712221061,0.3188323974609375,0.5727756822720212,1.0246931596137352,0.0044331554205813365,-0.026818231311169276
600,-100,0.2441771252937971,0.2990195925669278,0.3197174072265625,0.5484246727313069,1.025170065920117,0.00436359588937536,-0.028041551658882908
700,-100,0.23741363711876945,0.29145179997654624,0.317474365234375,0.540381628577768,1.0244898653473244,0.0041460425409858325,-0.02778206928506254
800,-100,0.2540431173688296,0.29254433769277016,0.313079833984375,0.3850122032394054,1.0268116055265737,0.008838382882733663,-0.023089728943314708
900,-100,0.2429276306879784,0.21672949445545123,0.30072021484375,-0.2619813623252718,1.030855941465216,0.00630485220971299,-0.05767340383643744
1000,-100,0.1664268163692873,0.07466400296791165,0.2824554443359375,-0.9176281340137564,1.0302460412380923,0.00852024376898124,-0.08791862909545187
1100,-100,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
1200,-100,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
-1200,0,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
-1100,0,0.06491210866882557,-0.03428913384282298,0.2800445556640625,-0.9920124251164855,1.013164352262835,0.003711825633339775,-0.09594426489250892
-1000,0,0.25472285931580063,0.21648789148797726,0.293487548828125,-0.38234967827823385,1.0344371343572505,0.007640639047821833,-0.06717631236109763
-900,0,0.2771981485607022,0.3047774696168371,0.311492919921875,0.27579321056134903,1.0299920029750214,0.01299636732313975,-0.03785785943523612
-800,0,0.23744937351437434,0.296130314273194,0.3189697265625,0.5868094075881961,1.0244406331573463,0.003398360699194687,-0.026599420530004334
-700,0,0.252133352621308,0.30126803200892727,0.3170623779296875,0.49134679387619257,1.0259210305218947,0.00875834519293075,-0.016480172668174198
-600,0,0.2510166573657734,0.30924275011039287,0.3184356689453125,0.5822609274461948,1.0258138395388765,0.012521818845687,-0.010464646652427047
-500,0,0.24808055335081433,0.30205215308456185,0.31787109375,0.539715997337475,1.025504537829972,0.005452560199992384,-0.028084160456763776
-400,0,0.24507335762049617,0.3001044204117098,0.3192596435546875,0.5503106279121367,1.0252271205585777,0.005138925331038065,-0.026090273692702788
-300,0,0.24734815743888963,0.2982855881023021,0.3182525634765625,0.5093743066341246,1.025522214406645,0.007070209713895537,-0.028984815801968673
-200,0,0.2411583039307657,0.2961782728679745,0.3185272216796875,0.5501996893720879,1.0248657051340015,0.0064899102775144235,-0.024983353534333813
-100,0,0.25091978729939235,0.3047749015660886,0.3252105712890625,0.5385511426669625,1.0258154495567924,0.005120200217032167,-0.026696973068967386
0,0,0.4429905297070451,0.5361733564210456,0.33056640625,0.9318282671400044,1.0463931107651234,0.192370914238271,0.2570924585027485
100,0,0.25325114468284216,0.31332991104627683,0.3195953369140625,0.6007876636343465,1.0260491280324031,0.006560651143789898,-0.023426036231404247
200,0,0.24121378898097467,0.29983371354276744,0.3167572021484375,0.5861992456179277,1.0249101302670238,0.003692645220035136,-0.027081705789505577
300,0,0.23320039082023508,0.2878653564292877,0.3170166015625,0.5466496560905258,1.0241557711142788,0.007771745008638645,-0.037047425171081796
400,0,0.2389657371959504,0.297835273472853,0.3160400390625,0.588695362769026,1.024765933417728,0.007154946265546165,-0.025250201282712104
500,0,0.2391999127720417,0.2992232098654519,0.318023681640625,0.6002329709341025,1.0247025196788515,0.0064932795077123,-0.024824670348067596
600,0,0.23986080803992385,0.2973214248582065,0.31988525390625,0.5746061681828267,1.0247152691337995,0.009379546613153501,-0.013196446286779935
700,0,0.2376759090680201,0.29792663016853044,0.320098876953125,0.6025072110051032,1.0245041231328327,0.004309138351541071,-0.02368065530277444
800,0,0.25099015806099323,0.2886371516265579,0.316314697265625,0.3764699356556468,1.026264142202145,0.007655473587766944,-0.03321428456621575
900,0,0.24755331287300109,0.23143394300390857,0.3017425537109375,-0.16119369869092523,1.031082467973293,0.009117330356558822,-0.05147730021810281
1000,0,0.17022676265994738,0.07804238280638624,0.283843994140625,-0.9218437985356113,1.0302445314282882,0.01137270790535556,-0.08664149222777069
1100,0,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
1200,0,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
-1200,100,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
-1100,100,0.05690388203744948,-0.0418092308979843,0.280029296875,-0.9871311293543377,1.0116155673236669,0.0034643007909059163,-0.09587006796880122
-1000,100,0.2507088234262632,0.21277893658357405,0.2961883544921875,-0.3792988684268915,1.0340943624937957,0.005682236510583738,-0.06560686932478348
-900,100,0.2780308271829155,0.311395593102596,0.3085784912109375,0.33364765919680495,1.0302240638326747,0.010132784930628663,-0.02979399563293912
-800,100,0.23609078085252663,0.29551500982967327,0.321136474609375,0.5942422897714666,1.0243082017728624,0.0026671587735258035,-0.025444667274843402
-700,100,0.24480886225324516,0.29330564503558376,0.3165740966796875,0.4849678278233858,1.0251616759409847,0.004165190779838715,-0.032810624618430644
-600,100,0.25925431326436865,0.30385160636399144,0.3189239501953125,0.4459729309962281,1.0266723851711381,0.01682416998319511,-0.012951734165906288
-500,100,0.25275268870215517,0.31523327445764665,0.3202972412109375,0.6248058575549146,1.0259969129984974,0.012511334932703603,-0.002110364645729945
-400,100,0.23838879230265367,0.29598253536899494,0.32073974609375,0.5759374306634125,1.0245293322904576,0.004411187572910856,-0.024111111073638954
-300,100,0.24790488259024857,0.3034906380817063,0.31610107421875,0.5558575549145773,1.025619829137023,0.005862675190989293,-0.02488948811054166
-200,100,0.24572451919052976,0.2965343705328861,0.318634033203125,0.5080985134235634,1.025405110683283,0.00938973053413698,-0.030370642219357587
-100,100,0.24380711865532786,0.2957873715951992,0.3167266845703125,0.5198025293987131,1.02513384873872,0.006653504098364926,-0.03261873907891486
0,100,0.25231898071061115,0.3096963936238572,0.3166656494140625,0.5737741291324606,1.0259635158737521,0.0055410260725209,-0.019492255489493744
100,100,0.24918079824006875,0.30042885681561793,0.318359375,0.5124805857554915,1.0256566314616091,0.00678165258654561,-0.026954757442298416
200,100,0.2408330966081473,0.29664627610670513,0.32269287109375,0.558131794985578,1.0248528352603699,0.00530951373587994,-0.030013317415662107
300,100,0.23550984908102165,0.2949507188391756,0.3192138671875,0.5944086975815398,1.0243654106348876,0.003348823624753663,-0.03594560726053589
400,100,0.23451325385630462,0.29849150990245504,0.31744384765625,0.6397825604615043,1.0242803038592097,0.007138414749348886,-0.020329967766737206
500,100,0.24604151727746856,0.29985225612814526,0.317108154296875,0.5381073885067672,1.025424011048618,0.006389459573208707,-0.030320103328943502
600,100,0.24447297074327898,0.29293092503660045,0.31890869140625,0.484579542933215,1.0252090649514727,0.010415974143935046,-0.03070894265215992
700,100,0.23843355690928827,0.29333149345244336,0.3216094970703125,0.5489793654315509,1.02457730381595,0.006055484868881337,-0.02862390275037759
800,100,0.24245255494071422,0.2770487386549365,0.3152008056640625,0.3459618371422232,1.0254675747509319,0.007060807435501965,-0.034918336118968864
900,100,0.24513960782087454,0.22965258763006025,0.3017120361328125,-0.15487020190814288,1.0309550229803175,0.013082163625233453,-0.04916545119615551
1000,100,0.1591422849797387,0.06530492087945025,0.28125,-0.9383736410028845,1.0285657631299143,0.010429187163236993,-0.08741860515981603
1100,100,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
1200,100,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
-1200,200,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
-1100,200,0.032517933111408846,-0.06748206688859115,0.2799530029296875,-1.0,1.0066736753029684,0.002075446882181497,-0.0979245531178185
-1000,200,0.2503206262514349,0.2034712807888212,0.2900238037109375,-0.4684934546261371,1.034774450782063,0.008116687829275378,-0.06905216062867892
-900,200,0.28335370122069564,0.30323943452444535,0.3087615966796875,0.19885733303749722,1.0311717949120034,0.01008126381643205,-0.03523712979350804
-800,200,0.23868532098470396,0.2961237500949769,0.32208251953125,0.574384291102729,1.0245433312434893,0.0058657676593981455,-0.013637227681183174
-700,200,0.2414636030775773,0.2907757841292747,0.320037841796875,0.4931218105169736,1.0248353393521734,0.004547184984278125,-0.0335158281064696
-600,200,0.23828807557937937,0.2880051823022549,0.319244384765625,0.49717106722875526,1.024512362794756,0.004582625045259103,-0.03249303503905419
-500,200,0.23834103466120404,0.29386577395563496,0.317169189453125,0.5552473929443088,1.0245674467479389,0.003852524142963745,-0.0285637172592994
-400,200,0.24229400191473843,0.29799624287324744,0.3196868896484375,0.5570224095850899,1.024983657750784,0.004077060507251962,-0.026087128532020283
-300,200,0.24622347398779593,0.3025802523325929,0.316314697265625,0.5635677834479699,1.0254383395797222,0.004531820502594776,-0.03223321166958184
-200,200,0.2456971005266766,0.3005839432158268,0.3179931640625,0.5488684268915021,1.0253678488992426,0.010101097018411491,-0.027740038992238612
-100,200,0.24498247075715424,0.30120612285389264,0.318450927734375,0.5622365209673841,1.0252308758085058,0.007630555217967108,-0.022167536639144052
0,200,0.24682185396799608,0.2892891270986817,0.319061279296875,0.424672731306856,1.0254338324066221,0.009086357000527153,-0.02959791191449393
100,200,0.2462987678386674,0.2983899593185875,0.3191986083984375,0.5209119147992013,1.0254037874963742,0.006691754089789736,-0.023694312029580136
200,200,0.24580978869068415,0.303814004355206,0.3202667236328125,0.5800421566452185,1.0254050235777368,0.005452948170210421,-0.020939330507402182
300,200,0.24581054448770157,0.30501844331175304,0.317718505859375,0.5920789882405147,1.025401158988315,0.004366723844012356,-0.029880003469056206
400,200,0.23860815691811077,0.30309673024848577,0.31585693359375,0.6448857333037498,1.0247010077735366,0.004894671213812113,-0.03539820653191676
500,200,0.2462556757437899,0.3100453362718574,0.3158416748046875,0.6378966052806745,1.0254191231831704,0.006002737181715634,-0.025925374644332738
600,200,0.24272248756414277,0.30562463977181975,0.31640625,0.6290215220767694,1.02504308176558,0.0103727023406631,-0.008808571233776662
700,200,0.2326304486262877,0.28847690968686013,0.3174896240234375,0.5584646106057244,1.0239834653252253,0.0035557875006803877,-0.029570460557895164
800,200,0.24173103883235378,0.26463430042543123,0.3050537109375,0.22903261593077434,1.025977835710032,0.0072664154150128705,-0.04592861453839295
900,200,0.22884870017196937,0.2029667387785813,0.2941131591796875,-0.25881961393388064,1.0297568402061492,0.010543653598254241,-0.06212109013371826
1000,200,0.12333472427486349,0.027284136300601225,0.280548095703125,-0.9605058797426226,1.0231120227480728,0.008454387778929226,-0.09065810390068028
1100,200,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
1200,200,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
-1200,300,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
-1100,300,0.015634827845252584,-0.08436517215474743,0.2797088623046875,-1.0,1.0032280860205598,0.0009633221956077977,-0.09903667780439221
-1000,300,0.2102312523329366,0.14806129448958183,0.282623291015625,-0.6216995784335478,1.0311559047423533,0.010043816443725572,-0.08085922327227177
-900,300,0.29183845097248534,0.29868890582049956,0.3023681640625,0.06850454848014201,1.0335913418195384,0.011282017199158193,-0.04467538240146307
-800,300,0.24526846628535634,0.3008431279228092,0.3129425048828125,0.5557466163745285,1.0252865555042383,0.008609084057164516,-0.01487660487116919
-700,300,0.2387345753366081,0.28767511227914194,0.31658935546875,0.48940536942533835,1.0245620160062427,0.0047367223812420575,-0.033703481745671636
-600,300,0.2424395655374792,0.2960672557970754,0.3153228759765625,0.5362769025959618,1.0249588424795224,0.005435717627867303,-0.02771271813871801
-500,300,0.23906538858758725,0.2939411374227326,0.3202056884765625,0.5487574883514533,1.024638201523875,0.004653318950432103,-0.03195639926567617
-400,300,0.24019842393222457,0.29668832852508015,0.3165283203125,0.5648990459285556,1.024781231747878,0.00571779727253155,-0.027452826202063525
-300,300,0.24491073569686966,0.3014117341437301,0.312896728515625,0.5650099844686044,1.0252888267763185,0.006346986777214749,-0.02770005116376595
-200,300,0.2557821130904322,0.3066030582867934,0.316162109375,0.5082094519636121,1.0264103458348652,0.012304930440829606,-0.028409513757084753
-100,300,0.24407314232963492,0.30147828987789316,0.318450927734375,0.5740514754825826,1.0251418822968517,0.005332222293249484,-0.02091583628229966
0,300,0.24486149564771922,0.3033316531804461,0.3199920654296875,0.5847015753272687,1.0252306324421543,0.006093579389031215,-0.012788160127276751
100,300,0.2422933818158441,0.30630491942400917,0.319549560546875,0.6401153760816508,1.0249801982829578,0.006762346777340805,-0.010710473280347237
200,300,0.2474401668531588,0.3016114559589942,0.3165283203125,0.5417128910583536,1.0255221843298055,0.005678334272789369,-0.029699966148777082
300,300,0.26034929624583963,0.3206832212513866,0.3180694580078125,0.6033392500554693,1.0268756234948369,0.005807357029317129,-0.020074604364070936
400,300,0.23529217293750687,0.295187890709861,0.318511962890625,0.5989571777235412,1.0242795487741663,0.005078369580027681,-0.02922382700306528
500,300,0.2426094609060208,0.30523426676357573,0.319183349609375,0.6262480585755491,1.0250141630570733,0.0056296101622643705,-0.0226819052581927
600,300,0.2345858086027478,0.29800382502165174,0.318267822265625,0.6341801641890392,1.0241783586530921,0.004038114233738617,-0.025327317317182175
700,300,0.2343295243981223,0.2891442570362408,0.3152313232421875,0.5481473263811848,1.0241961741412615,0.002752556687510112,-0.03625343399365252
800,300,0.25486260886098755,0.26471395121732216,0.3021697998046875,0.0985134235633459,1.0282723964210847,0.006416920483882291,-0.058360093050619594
900,300,0.21451933486765698,0.1706764238403661,0.2866058349609375,-0.4384291102729088,1.0291868552381453,0.005712199706454914,-0.07537277921522248
1000,300,0.09468664027327622,-0.004558977654391852,0.2797088623046875,-0.9924561792766807,1.0183863245889737,0.007956737803133494,-0.09204326219686651
1100,300,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
1200,300,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
-1200,400,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
-1100,400,0.006826541181354551,-0.09317345881864546,0.2797088623046875,-1.0,1.001425210430936,6.110727787336247e-05,-0.09993889272212664
-1000,400,0.16158425800768894,0.07572337493691014,0.280120849609375,-0.8586088307077879,1.0272164389200114,0.005933478992972881,-0.09229150436624613
-900,400,0.269318209749009,0.2447453231281969,0.295318603515625,-0.2457288662081207,1.0341159380512812,0.017231705321797547,-0.05776274775120001
-800,400,0.2533420968060447,0.2916436277578974,0.3122406005859375,0.38301530951852675,1.026935627014764,0.0067910363583597155,-0.028997736661387344
-700,400,0.23588064169198028,0.29413446907161195,0.3183746337890625,0.5825382737963168,1.0242697532115386,0.004758650772088679,-0.02826775260044294
-600,400,0.23669064435815002,0.2935521930601691,0.32012939453125,0.5686154870201908,1.0243507102571285,0.004115825446704212,-0.028422448349612633
-500,400,0.24312455180005502,0.29770076657706857,0.3207550048828125,0.5457621477701353,1.0250299199297197,0.004876546199497922,-0.025997649496086725
-400,400,0.2423466744306021,0.2923522213576045,0.318695068359375,0.5000554692700244,1.0249795706985139,0.009918409253210355,-0.03148385389300665
-300,400,0.24352033670605255,0.3002653999410204,0.3227691650390625,0.5674506323496783,1.0251147288162543,0.006537253714121489,-0.01821313457076868
-200,400,0.25115400736193605,0.30603530312408384,0.3203125,0.5488129576214777,1.0259308084441636,0.013351702550305676,-0.017533586999283854
-100,400,0.244098683829016,0.3003445236337642,0.320648193359375,0.5624583980474817,1.0251479019426657,0.010082355899723302,-0.0284687867672392
0,400,0.24395776624387833,0.296232006314879,0.316680908203125,0.5227424007100067,1.0251433582771825,0.005186331646758996,-0.03429669475661354
100,400,0.24312285577558862,0.3009939451920519,0.3202362060546875,0.5787108941646328,1.0250324785505698,0.007928528083939793,-0.02577460038288958
200,400,0.24660134603151418,0.30474423487109703,0.323272705078125,0.5814288883958287,1.0253926304725827,0.005535790768708718,-0.02736858020976921
300,400,0.2475302210566028,0.3022007335926578,0.326324462890625,0.5467051253605503,1.0254701496454295,0.003436130203671817,-0.018840328638129823
400,400,0.24228595810115072,0.3017656563483218,0.31982421875,0.5947969824717106,1.02494664213624,0.0037108792310659167,-0.024445322233322814
500,400,0.24242523878596667,0.3043844134032287,0.3206787109375,0.6195917461726204,1.0249402586987757,0.006963495049702594,-0.02041613663434445
600,400,0.23753048326146634,0.30075990416228726,0.318389892578125,0.6322942090082094,1.0244670705389685,0.00476388571359367,-0.024634827399341763
700,400,0.24198750509936862,0.28588033846968147,0.3111572265625,0.43892833370312845,1.0252163880602883,0.007388872240100118,-0.040825017265114
800,400,0.2443089614014003,0.23800210539962527,0.2959747314453125,-0.06306856001775017,1.0288899954794481,0.006925960213404759,-0.05755151926296534
900,400,0.21696832041588587,0.14184074109482975,0.2819671630859375,-0.7512757932105614,1.0326598248904417,0.034597913807627514,-0.0590453078475755
1000,400,0.054117909844931686,-0.04588209015506832,0.2797088623046875,-1.0,1.010699288967701,0.003988301633478719,-0.09601169836652129
1100,400,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
1200,400,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
-1200,500,0.0,-0.1,0.2797088623046875,-1.0,1.0,0.0,-0.1
-1100,500,0.006826541181354551,-0.09317345881864546,0.2797088623046875,-1.0,1.001425210430936,6.110727787336247e-05,-0.09993889272212664
-1000,500,0.09515775890515149,-0.002523625607828317,0.27978515625,-0.9768138451297981,1.017722245983974,0.005228814073153629,-0.09468243509480732
-900,500,0.2278143787775423,0.16941633129584716,0.286773681640625,-0.5839804748169514,1.0333695297922045,0.01207257056572065,-0.07526934201470979
-800,500,0.2586522311649518,0.27857124603071615,0.30364990234375,0.19919014865764367,1.0300320893278982,0.013012323726276538,-0.03470234234871792
-700,500,0.24392391022182558,0.2987996590569709,0.3121490478515625,0.5487574883514533,1.0252878492428608,0.009654795733002573,-0.024658494704095275
-600,500,0.23552378225389162,0.2962959144926314,0.317230224609375,0.6077213223873974,1.0242626640958208,0.0035847287628196075,-0.023550838133120044
-500,500,0.2365560552890798,0.29700091883467555,0.318206787109375,0.6044486354559574,1.024335318309263,0.005459169150921558,-0.017660422595251066
-400,500,0.24152107788110982,0.29278023031066386,0.3199005126953125,0.5125915242955402,1.0248488417612898,0.005083867020137665,-0.026533616893774026
-300,500,0.2442940194745537,0.30217065581801944,0.3148040771484375,0.5787663634346571,1.0251647886897595,0.004581621449471276,-0.0240183341751127
-200,500,0.24520563913738666,0.30609425684317765,0.31829833984375,0.6088861770579099,1.025259451259666,0.0060207044290065195,-0.019705943008313208
-100,500,0.24502867913863036,0.3052794002391407,0.3185272216796875,0.6025072110051032,1.0252348813384604,0.005786959193259473,-0.021992051234963297
0,500,0.23996847033041002,0.2924701344085108,0.3225860595703125,0.5250166407810073,1.0246800108107712,0.003731972963686265,-0.02447969777072687
100,500,0.23941621674847394,0.297259571529925,0.3207244873046875,0.5784335478145107,1.0246182828472634,0.0047284300344676,-0.016771459026992352
200,500,0.23700440240423676,0.29176921269933326,0.3187713623046875,0.5476481029509651,1.02438984657898,0.003249691563985694,-0.025838393636813065
300,500,0.2446672648131913,0.3067928472405266,0.321685791015625,0.6212558242733526,1.0251749549550073,0.0037419388529622956,-0.019854688615420224
400,500,0.24514245616837094,0.29801021742863276,0.32037353515625,0.5286776126026181,1.0252108564837492,0.0035748644283611765,-0.025590877750471752
