x,y,z,w
-1000,-200,0.1957007777405907,0.3579726808307493
-900,-200,0.2402838189041009,0.5169417410521662
-800,-200,0.1801314286065932,0.5105584954635818
-700,-200,0.1805936404144836,0.5339750686001246
-600,-200,0.17613639774208223,0.4553983860912971
-500,-200,0.17814777086868117,0.47096054815350813
-400,-200,0.19362231009560385,0.4763081632648489
-300,-200,0.19804483901623615,0.4896520300968272
-200,-200,0.18847887433292063,0.5057409398396526
-100,-200,0.1777494164111273,0.4636180171595552
0,-200,0.18608030907503173,0.4952408352892982
100,-200,0.20684850401952531,0.498311024755608
200,-200,0.2016921146620984,0.4673068671793624
300,-200,0.19357140646742022,0.4571607741615678
400,-200,0.19204578472563183,0.4934905592327882
500,-200,0.18529586422335748,0.504052856623342
600,-200,0.17918264768082973,0.455840569828895
700,-200,0.20590443477047438,0.4704582714280107
800,-200,0.19362927432083232,0.3609164160206124
900,-200,0.14735093716065129,0.2311632900791344
1000,-200,0.007744497632972608,0.041115123766223644
1100,-200,-6.650887377409963e-16,0.032840168203386554
1200,-200,-6.650887377409963e-16,0.032840168203386554
-1200,-100,0.015588039813991303,0.048669325258225704
-1100,-100,0.16111074933951985,0.2606921698094091
-1000,-100,0.22187993889352062,0.4074437674495177
-900,-100,0.23342783457938315,0.503430920880066
-800,-100,0.18886755138854405,0.5156778596328248
-700,-100,0.18522141391782623,0.5206154959362669
-600,-100,0.1822647146096527,0.49465621185127145
-500,-100,0.18753156852642888,0.5107733416061713
-400,-100,0.19040187561408545,0.47906743635634075
-300,-100,0.19699364496894486,0.46419977127580025
-200,-100,0.18750166027396178,0.47443117688211733
-100,-100,0.19126846383663942,0.4786802149264893
0,-100,0.19291960046093526,0.47531611294116366
100,-100,0.1983693023751222,0.46533431144113047
200,-100,0.18510393629583852,0.47680757427276843
300,-100,0.18682006317527655,0.4897597645756855
400,-100,0.18356085986300574,0.4465715461791201
500,-100,0.17392352295521793,0.4225636217168398
600,-100,0.16956197523706132,0.4356107387878503
700,-100,0.19282449099974017,0.4403072270052955
800,-100,0.18846765144704566,0.36482080140268014
900,-100,0.15585647715438597,0.2921359416812175
1000,-100,0.01942364058581271,0.05313183085624981
1100,-100,-6.650887377409963e-16,0.032840168203386554
1200,-100,-6.650887377409963e-16,0.032840168203386554
-1200,0,0.02120549289771423,0.05414210799744032
-1100,0,0.16970062046875686,0.28215770159988607
-1000,0,0.2335174506883826,0.4361041564481912
-900,0,0.22749007250816916,0.5648613159015567
-800,0,0.18715507144666169,0.4978587480023501
-700,0,0.20153403433226233,0.5166260446713696
-600,0,0.20033148060501896,0.481474183432842
-500,0,0.17804067543269902,0.4562417479221863
-400,0,0.17995284689934282,0.44450668355687917
-300,0,0.18214129825982225,0.4523372783531828
-200,0,0.19062269006319238,0.49197101767400986
-100,0,0.19188079978214054,0.4918306473960443
0,0,0.22089132214086682,0.6375901377729798
100,0,0.18614482750708758,0.46685351930138563
200,0,0.18064041200072772,0.45686432311526803
300,0,0.17888628760432118,0.4422345380576216
400,0,0.1712358221243916,0.4314013249985091
500,0,0.17349477128237872,0.4521298548053909
600,0,0.16911071049391935,0.42647925337420944
700,0,0.18765587663150535,0.4456995477861676
800,0,0.20184945740125879,0.36465181842128114
900,0,0.16209197328787397,0.2826988171596382
1000,0,0.022770143508600793,0.05594787584917407
1100,0,-6.650887377409963e-16,0.032840168203386554
1200,0,-6.650887377409963e-16,0.032840168203386554
-1200,100,0.024074417698322522,0.05691458590170974
-1100,100,0.1741359802554985,0.2937301317157045
-1000,100,0.24688111890863418,0.4444525860588213
-900,100,0.23500365660742945,0.5258874959654789
-800,100,0.1881512828714185,0.48216964636048143
-700,100,0.1994799470163239,0.47806680709116667
-600,100,0.19211505701973441,0.4758136026005376
-500,100,0.18341998779535537,0.4793190657630264
-400,100,0.17561223318772023,0.44976253603097477
-300,100,0.18038856797810868,0.46524447631497834
-200,100,0.1799885335244936,0.463928196346144
-100,100,0.19018384390090204,0.47576310396031335
0,100,0.18308611370645667,0.5011197543838997
100,100,0.2007832237800855,0.45115936667580714
200,100,0.19745439203871518,0.4992367306830576
300,100,0.18345758994582018,0.44748096867349274
400,100,0.17632734922515264,0.4710690644367571
500,100,0.17259719008674881,0.4447703315550564
600,100,0.1717815557390118,0.43165771792411267
700,100,0.19534791653016384,0.4376707435815893
800,100,0.19733328290754343,0.3342878757087471
900,100,0.15777691199607638,0.2895233723949807
1000,100,0.020622178655557023,0.05346234685894424
1100,100,-6.650887377409963e-16,0.032840168203386554
1200,100,-6.650887377409963e-16,0.032840168203386554
-1200,200,0.007914821061453577,0.040899659609349104
-1100,200,0.17427200318595998,0.2464142816474391
-1000,200,0.2485949322589732,0.4190648215379362
-900,200,0.24684519267188648,0.4908558404092423
-800,200,0.17987081433023933,0.5066328991263506
-700,200,0.17424765259699537,0.5043853787649673
-600,200,0.17634759485310503,0.487774623131335
-500,200,0.1795658768687834,0.43678974940456516
-400,200,0.17728578903694428,0.4603574297915448
-300,200,0.17633308952958765,0.4280112655258841
-200,200,0.17968730506395264,0.45904574030950646
-100,200,0.18494874213137646,0.4711549070169904
0,200,0.19583811301174261,0.5008996461316069
100,200,0.2020258432022603,0.4676888191676937
200,200,0.19830625092621462,0.4801240820284097
300,200,0.19316617384893828,0.47397131253957525
400,200,0.17824111295793366,0.4554294930358627
500,200,0.17181565661712533,0.4692096614780489
600,200,0.1726455269435437,0.47298116214280295
700,200,0.19335947762378658,0.4221797391877694
800,200,0.16813983538322344,0.2926527785567121
900,200,0.14040122456602838,0.20993943682635785
1000,200,0.006176607101971398,0.03901677530535862
1100,200,-6.650887377409963e-16,0.032840168203386554
1200,200,-6.650887377409963e-16,0.032840168203386554
-1200,300,-6.650887377409963e-16,0.032840168203386554
-1100,300,0.1626028542803929,0.2128516872729472
-1000,300,0.24999595547135242,0.38154952207757903
-900,300,0.2560271005082667,0.4781925262248672
-800,300,0.1886575750192065,0.5136353922330485
-700,300,0.17428762317824614,0.4932857328190779
-600,300,0.17636518993822417,0.4705282237717954
-500,300,0.18290646576609704,0.4489070058687165
-400,300,0.18041765241793822,0.44670753320957435
-300,300,0.1721934370755473,0.43877265855620007
-200,300,0.18471833985105365,0.4825463557455022
-100,300,0.18638649104658905,0.46521446836227903
0,300,0.183561378913154,0.5090696540568598
100,300,0.1933024249370185,0.4996659911574575
200,300,0.19859926958186308,0.5099780744119237
300,300,0.1893078626759027,0.486123186158793
400,300,0.18179409255981174,0.494571377386786
500,300,0.17988416049019618,0.468501497784282
600,300,0.18337852329418036,0.4464374330584641
700,300,0.1980056984991459,0.42996048419414223
800,300,0.16705265624418092,0.30868492351782006
900,300,0.11722252676078286,0.17509066456410835
1000,300,-6.650887377409963e-16,0.032840168203386554
1100,300,-6.650887377409963e-16,0.032840168203386554
1200,300,-6.650887377409963e-16,0.032840168203386554
-1200,400,-6.650887377409963e-16,0.032840168203386554
-1100,400,0.13096757805574416,0.16887120831692237
-1000,400,0.23164701859250686,0.3308426514770406
-900,400,0.26634372480330537,0.47847867330066274
-800,400,0.22619606831041394,0.49253417255021953
-700,400,0.17669900806042926,0.47182651085738925
-600,400,0.18577187693554242,0.489000919024968
-500,400,0.18668033125022662,0.46777481062988024
-400,400,0.1840648870864035,0.44770247822872056
-300,400,0.1709105435460566,0.44467505880395564
-200,400,0.1750364921976501,0.476095479119451
-100,400,0.17963992139502288,0.5056304310204232
0,400,0.1821654927797558,0.47970416798518767
100,400,0.20156009481759707,0.4990023231266901
200,400,0.188693964492058,0.5261134313336151
300,400,0.1896871272221148,0.5022232948082419
400,400,0.17728557995125768,0.49310094201290655
500,400,0.1813625566786594,0.45922606503096064
600,400,0.21033637745767986,0.4528038748536137
700,400,0.18373829900300095,0.3529061551813891
800,400,0.1478497983434145,0.22838295678637582
900,400,0.08589163348054452,0.12485617960145035
1000,400,-6.650887377409963e-16,0.032840168203386554
1100,400,-6.650887377409963e-16,0.032840168203386554
1200,400,-6.650887377409963e-16,0.032840168203386554
-1200,500,-6.650887377409963e-16,0.032840168203386554
-1100,500,0.04728918461612362,0.08012935281951084
-1000,500,0.19587178532119975,0.2492551424447675
-900,500,0.279881562648388,0.4155341223490168
-800,500,0.268899519315387,0.5044228401749218
-700,500,0.20239885207464206,0.48026236042694326
-600,500,0.18546203208396714,0.5050388231028322
-500,500,0.18431264994739216,0.4637193086411154
-400,500,0.1847769346531928,0.4784095105569002
-300,500,0.1821085544511573,0.4739568627725955
-200,500,0.17758343173020164,0.44131746976885755
-100,500,0.1790469924032747,0.4576338524781175
0,500,0.18773226472315438,0.5242837094976616
100,500,0.17808245221537775,0.5342608403948461
200,500,0.18605764441257608,0.536786782948898
300,500,0.1833611847669751,0.5297019895198782
400,500,0.17595118137735322,0.4663527862537083
500,500,0.19903622627489037,0.47164337877672285
600,500,0.22768550719433228,0.40876455507057163
700,500,0.17098493229330086,0.3186451305881197
800,500,0.13905122333300224,0.20492445353245442
900,500,0.04127182832369278,0.07411199652708
1000,500,-6.650887377409963e-16,0.032840168203386554
1100,500,-6.650887377409963e-16,0.032840168203386554
1200,500,-6.650887377409963e-16,0.032840168203386554
-1200,600,-6.650887377409963e-16,0.032840168203386554
-1100,600,-6.650887377409963e-16,0.032840168203386554
-1000,600,0.12551628344339905,0.16356458404908555
-900,600,0.26988647127524723,0.33874955526120454
-800,600,0.28895066748544357,0.44389260645384754
-700,600,0.27767840156654605,0.5375063403034774
-600,600,0.20573563625025698,0.48326158046537215
-500,600,0.1882745838977457,0.4745771956796986
-400,600,0.19354521713923567,0.5154367336702337
-300,600,0.2005007948237036,0.5133263030988473
-200,600,0.18280742013272622,0.4579704153875389
-100,600,0.17788201700933134,0.49147910045518606
0,600,0.17851277831679602,0.505467756905585
100,600,0.17700009018117532,0.5151429087452739
200,600,0.185918069021478,0.46672320771211495
300,600,0.18417808594847795,0.45890707016976573
400,600,0.2033096098284221,0.45990657753800124
500,600,0.25439322089478666,0.4904469996841852
600,600,0.1942692809103138,0.3231705578672214
700,600,0.15617118785404865,0.24876020833936946
800,600,0.08367105579878426,0.1251914446726703
900,600,-6.650887377409963e-16,0.032840168203386554
1000,600,-6.650887377409963e-16,0.032840168203386554
1100,600,-6.650887377409963e-16,0.032840168203386554
1200,600,-6.650887377409963e-16,0.032840168203386554
-1200,700,-6.650887377409963e-16,0.032840168203386554
-1100,700,-6.650887377409963e-16,0.032840168203386554
-1000,700,0.026841610705445412,0.05982644925334094
-900,700,0.16805565453856508,0.21941362683901644
-800,700,0.3354258545308294,0.42478390398879784
-700,700,0.31158578468841525,0.49551001600665145
-600,700,0.2952811364316429,0.532492277977108
-500,700,0.23325787929899844,0.49115688010915237
-400,700,0.21082327030160192,0.4781258435047962
-300,700,0.20773904817545474,0.4722446613848217
-200,700,0.18924924271299173,0.484955426887985
-100,700,0.17496534792719612,0.500907634104427
0,700,0.17634580439114952,0.4913413678339179
100,700,0.17830652766501326,0.48327161388853856
200,700,0.19273214877699368,0.4796134419369798
300,700,0.22234684623606657,0.48651489530824743
400,700,0.2790696125346325,0.5211995457933802
500,700,0.23259288219520285,0.41019984180324265
600,700,0.16524644032487595,0.2665156814806956
700,700,0.11127785393602882,0.1620089214102775
800,700,0.019413269285772708,0.05225343748915993
900,700,-6.650887377409963e-16,0.032840168203386554
1000,700,-6.650887377409963e-16,0.032840168203386554
1100,700,-6.650887377409963e-16,0.032840168203386554
1200,700,-6.650887377409963e-16,0.032840168203386554
-1200,800,-6.650887377409963e-16,0.032840168203386554
-1100,800,-6.650887377409963e-16,0.032840168203386554
-1000,800,-6.650887377409963e-16,0.032840168203386554
-900,800,0.042757540269819386,0.0755977084732066
-800,800,0.16164688375758163,0.21126881192393324
-700,800,0.353273258542917,0.4461998431654239
-600,800,0.3220325466271847,0.4638094842453322
-500,800,0.34659432236817256,0.5509652957102504
-400,800,0.3445496217364825,0.5888978336110244
-300,800,0.26784539238816274,0.5625388841515978
-200,800,0.24875379269681042,0.5427721561858734
-100,800,0.23278549867525333,0.5323977821519711
0,800,0.23831611923829582,0.5258725406726541
100,800,0.26393299793132663,0.5217355518451416
200,800,0.3027137788036261,0.5218893507337214
300,800,0.3298045543059317,0.5212998669867697
400,800,0.23801822793296049,0.36257939455461863
500,800,0.17132797431899488,0.27987895614839964
600,800,0.11056639763494025,0.16476955337738847
700,800,0.03011837454969108,0.06310321309758661
800,800,-6.650887377409963e-16,0.032840168203386554
