x,y,mi,mis,sc,sc_masked,mean_intensity
-1200,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-1100,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-1000,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-900,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-800,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-700,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-600,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-500,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-400,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-300,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-200,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-100,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
0,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
100,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
200,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
300,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
400,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
500,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
600,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
700,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
800,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
900,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
1000,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
1100,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
1200,-1400,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-1200,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-1100,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-1000,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-900,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-800,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-700,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-600,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-500,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-400,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-300,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-200,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-100,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
0,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
100,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
200,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
300,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
400,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
500,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
600,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
700,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
800,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
900,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
1000,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
1100,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
1200,-1300,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-1200,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-1100,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-1000,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-900,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-800,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-700,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-600,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-500,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-400,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-300,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-200,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-100,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
0,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
100,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
200,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
300,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
400,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
500,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
600,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
700,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
800,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
900,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
1000,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
1100,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
1200,-1200,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-1200,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-1100,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-1000,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-900,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-800,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-700,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-600,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-500,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-400,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-300,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-200,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-100,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
0,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
100,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
200,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
300,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
400,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
500,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
600,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
700,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
800,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
900,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
1000,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
1100,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
1200,-1100,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-1200,-1000,0.0,0.0,0.2797088623046875,0.0,165.93826270246282
-1100,-1000,0.002194082707107203,0.002194082707107203,0.2797088623046875,0.0,165.81733969380963
-1000,-1000,0.011507481487939895,0.011507481487939895,0.2797088623046875,0.0,165.43765254049256
-900,-1000,0.013710292019036827,0.013710292019036827,0.2797088623046875,0.0,165.10650099844685
-800,-1000,0.019076128927134985,0.019076128927134985,0.2797088623046875,0.0,165.03966052806746
-700,-1000,0.019076128927134985,0.019076128927134985,0.2797088623046875,0.0,165.03966052806746
-600,-1000,0.019076128927134985,0.019076128927134985,0.2797088623046875,0.0,165.03966052806746
-500,-1000,0.019076128927134985,0.019076128927134985,0.2797088623046875,0.0,165.03966052806746
-400,-1000,0.058863179306825164,0.060760228341659867,0.2797088623046875,0.009485245174173509,163.95196361215886
-300,-1000,0.12341610351368718,0.12988382039853297,0.281097412109375,0.032338584424228975,161.0165853117373
-200,-1000,0.16358831517728295,0.1767123444650575,0.283477783203125,0.06562014643887286,156.20457066785002
-100,-1000,0.18114280374075176,0.2005237666872794,0.2850799560546875,0.09690481473263812,153.1115487020191
0,-1000,0.18288572369665942,0.20053604541842557,0.284881591796875,0.0882516086088307,153.67372975371643
100,-1000,0.1749203963099466,0.19191618064542476,0.283233642578125,0.08497892167739073,154.26009540714443
