x,y,mi,mis,sc,sc_masked,nmi,masked_mi
35,-40,0.25640237299838475,0.2882167728208831,0.326568603515625,0.6362879964499667,1.026349581602049,0.011180105360831527
40,-40,0.26097105712803387,0.2927660427060237,0.3254547119140625,0.6358997115597959,1.0268303616526835,0.012700779198247275
45,-40,0.2619653462945839,0.29391841929214324,0.32525634765625,0.639061459951187,1.026935167816673,0.010931741208835048
50,-40,0.2628019526153096,0.29601695150592416,0.3250885009765625,0.664299977812292,1.027023304916639,0.008661831519521282
-50,-35,0.2526506464695346,0.278197018779275,0.3176727294921875,0.5109274461948081,1.0259616196541583,0.009586382059682028
-45,-35,0.25211663095825737,0.27769073790300997,0.3170166015625,0.5114821388950521,1.025901442740119,0.008324955263892767
-40,-35,0.24679828350785768,0.2729991932038861,0.3184356689453125,0.524018193920568,1.0253386622122023,0.006089364780292641
-35,-35,0.24758555363272935,0.2748015509702044,0.3228912353515625,0.5443199467495008,1.0254182013951059,0.00429216487605587
-30,-35,0.24789143489666737,0.27762296362974925,0.3233184814453125,0.5946305746616375,1.025450602791107,0.003970332249673205
-25,-35,0.2475851958174322,0.2777299706121959,0.32403564453125,0.602895495895274,1.0254179078146999,0.005880112789387795
-20,-35,0.25410510344572845,0.28475742206121546,0.3271026611328125,0.6130463723097404,1.0261037552041923,0.008952667855965827
-15,-35,0.2507081324957153,0.28123564525364736,0.326507568359375,0.6105502551586421,1.0257456755443044,0.008459628394994671
-10,-35,0.24811906048644664,0.27776461185099066,0.327484130859375,0.5929110272908809,1.0254731868684768,0.007576660393802266
-5,-35,0.25131599937053983,0.28108913005614,0.32525634765625,0.5954626137120036,1.0258097036301315,0.009077048678415198
0,-35,0.25089342548774857,0.2821975080260224,0.325531005859375,0.626081650765476,1.0257648370613426,0.009460875566525778
5,-35,0.2509834501847824,0.2826425360512124,0.3243865966796875,0.6331817173286,1.02577378095842,0.009598095754329579
10,-35,0.25395854788282923,0.2845165687392748,0.32440185546875,0.6111604171289106,1.026085402537845,0.008464279038352084
15,-35,0.25174271117675057,0.28127177707424333,0.3275299072265625,0.5905813179498558,1.0258521731569354,0.007998674162557336
20,-35,0.2503556591851142,0.2801260164072132,0.3272552490234375,0.5954071444419792,1.0257070260735837,0.007081440757547346
25,-35,0.25083187245319294,0.28109867964201035,0.3247833251953125,0.6053361437763479,1.0257595387429026,0.005465186121651396
30,-35,0.2525634143400764,0.28308260670750485,0.324798583984375,0.6103838473485689,1.0259421295831095,0.005822756054873972
35,-35,0.2570340068774549,0.28753655846387605,0.32611083984375,0.6100510317284225,1.0264126807238356,0.0076057113135218
40,-35,0.2570844993421635,0.2862835230830111,0.324859619140625,0.5839804748169514,1.0264176323796927,0.009039467776121675
45,-35,0.26050577899063154,0.2890752265167021,0.32562255859375,0.5713889505214111,1.0267792553160084,0.00953299881619532
50,-35,0.25846633284139475,0.2884835283151023,0.3253326416015625,0.6003439094741513,1.0265636687632187,0.006366146865712296
-50,-30,0.25450429554386633,0.27879983581455636,0.3167724609375,0.4859108054138008,1.0261545211319267,0.008417917230097731
-45,-30,0.24635538046052016,0.2726644552330961,0.3172607421875,0.5261814954515198,1.025292449319569,0.006327721386598357
-40,-30,0.2452048955205351,0.27245972134702723,0.3195343017578125,0.5450965165298425,1.025168711436668,0.004753511206200895
-35,-30,0.24786492567918944,0.2762762857856904,0.32086181640625,0.56822720213002,1.0254450208493147,0.004542458370502488
-30,-30,0.2476349416989463,0.2776965125886734,0.323486328125,0.6012314177945418,1.0254205998853985,0.005144154611971242
-25,-30,0.24668397938970368,0.27730578990667726,0.3231201171875,0.6124362103394719,1.0253199047881627,0.00756540653377442
-20,-30,0.2515377368887657,0.28236201024132834,0.3256072998046875,0.6164854670512536,1.0258301493241486,0.009430477081165081
-15,-30,0.2501472251698376,0.2808633334458527,0.3267364501953125,0.6143221655203017,1.0256839316654984,0.008267798544859666
-10,-30,0.249256049679694,0.27940359793795894,0.3272247314453125,0.6029509651652984,1.0255901115143395,0.006905000665382797
-5,-30,0.24927516368019112,0.2790482943657913,0.32745361328125,0.5954626137120036,1.0255920499534044,0.007457203018177318
0,-30,0.25342604474871155,0.28394523711614,0.3267364501953125,0.6103838473485689,1.0260289341599984,0.008602315811375055
5,-30,0.24807190927473233,0.27762316288023486,0.3259429931640625,0.5910250721100511,1.0254644469854577,0.007383419877891041
10,-30,0.24760916856167603,0.27674994956899795,0.32379150390625,0.5828156201464388,1.0254137380728816,0.006261558514818944
15,-30,0.2474912837788294,0.27649893853809276,0.3229827880859375,0.5801530951852674,1.025401530260499,0.00548446986079236
20,-30,0.25023397903378053,0.2790752259829707,0.324920654296875,0.5768249389838029,1.0256911735981218,0.005891058117831265
25,-30,0.2497060138756996,0.2781090535916969,0.3229522705078125,0.5680607943199467,1.0256376176805788,0.00513310292417026
30,-30,0.25109436061590484,0.2808758116920087,0.3231201171875,0.5956290215220768,1.0257837610330065,0.004606203394164382
35,-30,0.2505144711547993,0.2795665013300822,0.3257598876953125,0.5810406035056579,1.0257219571543637,0.004730246958955647
40,-30,0.2548233184766423,0.2819921669345966,0.325286865234375,0.5433769691590858,1.026175673124185,0.00717550502893334
45,-30,0.2581580386030794,0.2855432172141289,0.32537841796875,0.5477035722209895,1.0265281834809648,0.007384095268894212
50,-30,0.254675179389815,0.2830421640802965,0.3250579833984375,0.5673396938096295,1.0261604642925597,0.005776493571824745
-50,-25,0.25020878062269136,0.2746956898749656,0.3213958740234375,0.4897381850454848,1.0256991555045367,0.006839594735204877
-45,-25,0.24840385635156687,0.274815549273688,0.320343017578125,0.5282338584424229,1.0255059556738604,0.00467986102533852
-40,-25,0.2509340796751673,0.2797891939418635,0.321197509765625,0.577102285333925,1.0257696716147013,0.005178292027103664
-35,-25,0.24853385956114848,0.2782570679037267,0.3219757080078125,0.5944641668515642,1.025512878758083,0.006699906399006089
-30,-25,0.2503079517495206,0.2803806164932526,0.32073974609375,0.6014532948746395,1.0256987345857909,0.006279705105912289
-25,-25,0.25243113668401174,0.2825148952817486,0.321563720703125,0.6016751719547371,1.0259215973134397,0.006970406334132493
-20,-25,0.2491718588582138,0.2796078473206056,0.3241119384765625,0.6087197692478367,1.0255774428317772,0.007932927474914257
-15,-25,0.2495109324429265,0.2790455452674217,0.3263092041015625,0.5906922564899046,1.0256132452733935,0.008873854638202578
-10,-25,0.24927482442727095,0.2786763110037076,0.327880859375,0.5880297315287331,1.025588321745927,0.007013861026181613
-5,-25,0.2491882958659658,0.27835403804479875,0.32598876953125,0.5833148435766585,1.0255789383535423,0.006686259958954218
0,-25,0.25235268478073786,0.2810996339708865,0.326873779296875,0.5749389838029731,1.0259117012650412,0.006591763203447117
5,-25,0.2457392069102767,0.274217130140807,0.325927734375,0.5695584646106058,1.0252147651539845,0.006167101334611658
10,-25,0.24545131896686775,0.27351044920871376,0.32354736328125,0.5611826048369204,1.0251824371035205,0.0048615683670240484
15,-25,0.2496208158816967,0.27837608546234904,0.3245849609375,0.5751053916130464,1.0256210477792367,0.005071066612839052
20,-25,0.25007971230721554,0.2780611855710274,0.3240509033203125,0.5596294652762369,1.0256698589288749,0.004882381397785937
25,-25,0.2506551427309917,0.2785700528707743,0.32366943359375,0.5582982027956512,1.025732190293672,0.004487920245734493
30,-25,0.2471213343568995,0.2758072673500213,0.3244476318359375,0.5737186598624362,1.0253602019363757,0.004316321907304282
35,-25,0.2471913388378653,0.2767592332243752,0.3249053955078125,0.5913578877301975,1.025367001137805,0.003862188212305283
40,-25,0.25236775895851643,0.28068204784247475,0.32244873046875,0.5662857776791658,1.0259120176541816,0.004018435323463923
45,-25,0.25194323829116283,0.279589122471327,0.3234100341796875,0.5529176836032837,1.0258683533387651,0.005676061633038338
50,-25,0.25040619845773415,0.27947209595052314,0.32489013671875,0.5813179498557799,1.0257061484376286,0.003946102717878399
-50,-20,0.2502559138475364,0.2745375868007204,0.32171630859375,0.4856334590636787,1.025703715821267,0.0055921989674735054
-45,-20,0.24851265019196056,0.2747690291580134,0.319976806640625,0.5251275793210561,1.0255169994948843,0.004366923369946546
-40,-20,0.25135884107857676,0.2804607935968816,0.3219451904296875,0.5820390503660972,1.025814152406285,0.0054497331996974305
-35,-20,0.2522723728016666,0.2826196104320194,0.322906494140625,0.6069447526070557,1.0259062287268712,0.007060147154270991
-30,-20,0.24961019922721805,0.2791087570261974,0.32171630859375,0.5899711559795873,1.02562468614455,0.006934101606530249
-25,-20,0.24975435715715238,0.279092054073061,0.3204803466796875,0.5867539383181717,1.0256387502389932,0.007682066096859291
-20,-20,0.24939903655542425,0.27824305696811563,0.3231048583984375,0.5768804082538274,1.0256000335504833,0.008163139701048016
-15,-20,0.24741073044945938,0.27504552077561867,0.3254547119140625,0.5526958065231862,1.025390810273615,0.007877978109249261
-10,-20,0.2524278718707396,0.2799073482408306,0.327850341796875,0.5495895274018194,1.0259189571450595,0.006317751975114288
-5,-20,0.24923467117911502,0.27659766208215475,0.3271484375,0.5472598180607943,1.0255823874799586,0.0067869953121502
0,-20,0.2481261247331249,0.27602439409190016,0.327667236328125,0.5579653871755048,1.0254650377957635,0.007256048570565066
5,-20,0.24734844721328952,0.27529109198808427,0.3254852294921875,0.5588528954958952,1.025382616218158,0.007011313337414219
10,-20,0.24656195191267757,0.27479858381860167,0.3261871337890625,0.5647326381184824,1.0252982412312137,0.004997159728367285
15,-20,0.2504540250913035,0.27922593545296315,0.32598876953125,0.5754382072331928,1.0257076262052676,0.005094572568186784
20,-20,0.25455839219064147,0.28313061318021326,0.3265380859375,0.5714444197914356,1.0261402158015578,0.004864589216283519
25,-20,0.24705320316252563,0.2752510065794327,0.3266754150390625,0.5639560683381407,1.0253514346526096,0.004419750782483516
30,-20,0.2478889668550324,0.27588430743635034,0.323638916015625,0.559906811626359,1.0254394312929842,0.0052637455558272594
35,-20,0.24880582098726872,0.2779188673595785,0.32391357421875,0.5822609274461948,1.0255355547447558,0.005469237091069782
40,-20,0.24586123724377315,0.27433084008379977,0.3247528076171875,0.5693920568005325,1.0252261768737274,0.005640412012185137
45,-20,0.24876086520600257,0.277416290100611,0.32305908203125,0.5731084978921678,1.0255326879043036,0.005569993923604142
50,-20,0.24828995142288882,0.27741686511270464,0.3235626220703125,0.5825382737963168,1.0254831827651454,0.005020091260495485
-50,-15,0.25279279822548567,0.27906304450904457,0.3206024169921875,0.5254049256711781,1.0259712056078543,0.0037026151636479375
-45,-15,0.2535306404912068,0.28059132387261354,0.3170318603515625,0.541213667628134,1.0260460868281096,0.004832056706188189
-40,-15,0.2505697741025919,0.2791419950921637,0.3193511962890625,0.5714444197914356,1.0257314881789936,0.005252952457043269
-35,-15,0.24622455846992494,0.275845148662958,0.32086181640625,0.5924118038606612,1.025269749508113,0.006948538684197638
-30,-15,0.2442563726329355,0.2728424609400134,0.322784423828125,0.5717217661415576,1.0250612419698792,0.0058057535995289416
-25,-15,0.24651484153069803,0.274460259768994,0.3215789794921875,0.5589083647659197,1.0252976230264854,0.0067798809696558065
-20,-15,0.24791481045929434,0.2750642446727401,0.3223419189453125,0.542988684268915,1.0254433527412368,0.00778157006165922
-15,-15,0.25056509738773297,0.2766051462006906,0.3237762451171875,0.5208009762591524,1.0257221498619722,0.010115788473634858
-10,-15,0.25334589256620194,0.2802789966265525,0.3249969482421875,0.5386620812070113,1.02601483663531,0.010450699880878309
-5,-15,0.2498041953111797,0.2778466847720184,0.3271026611328125,0.5608497892167739,1.025641782833358,0.01238451085669047
0,-15,0.2572855738691473,0.28732495705086464,0.3264923095703125,0.6007876636343465,1.0264292810487134,0.015386576127463882
5,-15,0.25575816560187387,0.28530109881687277,0.3250579833984375,0.5908586642999778,1.0262677644076315,0.013527151420586997
10,-15,0.25264865484698484,0.28169236463176406,0.32763671875,0.5808741956955846,1.025939593564421,0.009741963885666814
15,-15,0.2529125182361277,0.2823694740825888,0.32623291015625,0.5891391169292212,1.0259668355759048,0.009278231181008874
20,-15,0.24973045000971766,0.27871314359747007,0.327789306640625,0.5796538717550477,1.0256320703611679,0.007389180489632332
25,-15,0.24851239910052453,0.27613332210917774,0.326751708984375,0.5524184601730642,1.0255053612452871,0.005754208646668556
30,-15,0.24656530729739864,0.27369255380283464,0.323089599609375,0.5425449301087197,1.0253005654416958,0.004825309109686394
35,-15,0.24521000733640097,0.27323862947973354,0.3239288330078125,0.5605724428666519,1.025157828654035,0.00485002532485683
40,-15,0.24835296692635986,0.2764758868287339,0.3247222900390625,0.5624583980474817,1.0254893786459238,0.005574051535070033
45,-15,0.24659904235164773,0.27532380383378663,0.3227081298828125,0.5744952296427779,1.0253063434218102,0.005432900200410588
50,-15,0.24779029909975708,0.276931080107079,0.3231658935546875,0.5828156201464388,1.025431883506526,0.005690733265330137
-50,-10,0.2548030356573643,0.28310623068731766,0.322906494140625,0.5660639005990681,1.0261838701502755,0.00562005954033135
-45,-10,0.2513513931001519,0.2794854068565309,0.3227386474609375,0.5626802751275793,1.0258170290433086,0.006419561283382822
-40,-10,0.24817685792965744,0.27594477450387533,0.3208465576171875,0.5553583314843576,1.0254808020721666,0.006048984480395009
-35,-10,0.24929006254838243,0.2775738433338273,0.321502685546875,0.5656756157088972,1.0255940424070906,0.00506789332282267
-30,-10,0.2480452734621273,0.274917361325451,0.3243255615234375,0.5374417572664744,1.0254615156178006,0.005248777690676627
-25,-10,0.24510508364295241,0.27012727135096215,0.3229827880859375,0.5004437541601953,1.0251507850670514,0.007012733817901421
-20,-10,0.25335918339589836,0.2782010959763288,0.3227996826171875,0.49683825160860884,1.0260180119632654,0.011112445895381793
-15,-10,0.2578120221360046,0.28342218410627307,0.325164794921875,0.5122032394053694,1.0264873074845715,0.014072340984909807
-10,-10,0.2579503223743882,0.2853798764014572,0.326629638671875,0.5485910805413801,1.0265017360975854,0.019954223094684254
-5,-10,0.27135519629521176,0.3030059617711381,0.3279266357421875,0.6330153095185267,1.027917340516496,0.034280218292733707
0,-10,0.28102126841900665,0.3155009666661777,0.3285675048828125,0.6895939649434213,1.0289397976845664,0.04996353348725996
5,-10,0.2716916402805744,0.3056305131450075,0.3281707763671875,0.6787774572886621,1.027951873223485,0.04057361873015839
10,-10,0.25979835005589286,0.29108579181315936,0.326690673828125,0.6257488351453295,1.026695327464948,0.024825532760568293
15,-10,0.25661043103381953,0.2870519664232138,0.3272705078125,0.6088307077878855,1.026358470926148,0.01709887749873648
20,-10,0.2521120903253469,0.2812140428436518,0.32891845703125,0.5820390503660972,1.0258846097298175,0.010739258315587665
25,-10,0.2507433712291654,0.2793738349522628,0.3270721435546875,0.5726092744619481,1.0257419296548314,0.007564938448351474
30,-10,0.24892947856128642,0.27602067004120656,0.3260498046875,0.5418238295984025,1.0255511271004134,0.005674459083582271
35,-10,0.24521088075471212,0.2722521498916103,0.3244171142578125,0.5408253827379632,1.025159977906467,0.005047976802828484
40,-10,0.24772160278651117,0.2753896746746851,0.3235321044921875,0.553361437763479,1.0254254949413302,0.004842879528361143
45,-10,0.2489917246434088,0.2774585540199342,0.3222198486328125,0.5693365875305081,1.025561248701068,0.005028833930152631
50,-10,0.24825345706955623,0.27731935456234524,0.322540283203125,0.5813179498557799,1.0254838933812183,0.005422810257089563
-50,-5,0.2572185689492074,0.2857436410592584,0.3253631591796875,0.5705014422010206,1.0264352225684636,0.006752198912251114
-45,-5,0.2528247080028947,0.2805038737450735,0.32464599609375,0.5535833148435767,1.0259688035882866,0.0050501278827282964
-40,-5,0.24595664603643444,0.2723683389585556,0.321990966796875,0.5282338584424229,1.0252442264544592,0.004241323701663913
-35,-5,0.24320522305189887,0.26962800982802493,0.320343017578125,0.5284557355225206,1.0249513976419304,0.00506061059449689
-30,-5,0.24848405837921217,0.27417742425451724,0.3237152099609375,0.5138673175061016,1.025505679558641,0.005652997479066009
-25,-5,0.24752200988062642,0.27196731718038236,0.3225860595703125,0.4889061459951187,1.0254034958258942,0.006575836804747572
-20,-5,0.25033387677471824,0.27603278957702576,0.3240509033203125,0.5139782560461504,1.0256979878400672,0.009768016246591288
-15,-5,0.2605302379433564,0.28761588249627407,0.326416015625,0.5417128910583536,1.0267730132436022,0.014777605032820756
-10,-5,0.2724943501129724,0.3022175584555506,0.3271636962890625,0.5944641668515642,1.0280370781441721,0.03132312687386035
-5,-5,0.30912334602272684,0.34642088318713776,0.3288421630859375,0.7459507432882183,1.0319260049195929,0.08124018153720586
0,-5,0.3780818389613342,0.42185541340109456,0.3298797607421875,0.8754714887952074,1.0393271844086855,0.14451924727862459
5,-5,0.3337170251307412,0.3748114338283227,0.33001708984375,0.8218881739516308,1.0345529161647664,0.10887933095732662
10,-5,0.28028073571288137,0.3153289939778026,0.329010009765625,0.7009651652984247,1.0288598767993191,0.05384684400176863
15,-5,0.2658104246595826,0.2960633645308939,0.32843017578125,0.6050587974262259,1.0273287414331496,0.026501235765758222
20,-5,0.2570120578332649,0.28572572546139896,0.327880859375,0.5742733525626803,1.02640063987408,0.012381893202968754
25,-5,0.2531918530178531,0.28216899967860304,0.3295745849609375,0.579542933214999,1.0259996450652638,0.00795609151512699
30,-5,0.250365046141541,0.27849073950741626,0.327667236328125,0.5625138673175061,1.0257024464678126,0.006313629943859855
35,-5,0.24760833942473484,0.27481878983520747,0.32513427734375,0.544209008209452,1.0254126969484099,0.005495479740733629
40,-5,0.24844042002920505,0.2761473204063961,0.32403564453125,0.5541380075438207,1.0255017954827108,0.00480654675168161
45,-5,0.2518210691053513,0.2801880537958328,0.3227081298828125,0.5673396938096295,1.0258600680740366,0.005543192177030415
50,-5,0.25338855973716856,0.28215769663532697,0.323333740234375,0.5753827379631684,1.026025940314734,0.006139058042292998
-50,0,0.2544536977302554,0.2813978956446108,0.32525634765625,0.5388839582871089,1.026142369196519,0.004718760319492411
-45,0,0.2492333793631828,0.2751486223185855,0.3258819580078125,0.5183048591080541,1.0255893566279761,0.005667681499253894
-40,0,0.2549387111887277,0.2804434815459498,0.32470703125,0.510095407144442,1.0261894060039276,0.0061080132479138126
-35,0,0.2541961708458142,0.2796426984695107,0.320892333984375,0.5089305524739295,1.0261079565628919,0.005962791591661383
-30,0,0.24973565618523721,0.27505183102437636,0.321685791015625,0.5063234967827823,1.0256371435154925,0.006282323833757646
-25,0,0.2490288220883209,0.2753073887623835,0.322235107421875,0.5255713334812514,1.0255619198371437,0.006062603668258226
-20,0,0.25443963426945765,0.2815169584318717,0.32257080078125,0.5415464832482805,1.0261305370758576,0.009566175315865507
-15,0,0.2591064364838127,0.2878838937724748,0.3253173828125,0.5755491457732417,1.0266230303613286,0.018214485809029558
-10,0,0.27277260585760044,0.30485325817621595,0.3268280029296875,0.6416130463723098,1.0280670385814397,0.037534883057102626
-5,0,0.3196187509911461,0.3594179522336578,0.328460693359375,0.795984024850233,1.0330464405204738,0.09506070938127624
0,0,0.4429905297070451,0.48958194306404534,0.33056640625,0.9318282671400044,1.0463931107651234,0.192370914238271
5,0,0.37106850907226796,0.41412652992871346,0.32879638671875,0.8611604171289106,1.038570254614341,0.13540871547550012
10,0,0.284778319537763,0.31957141916057197,0.32781982421875,0.6958619924561793,1.0293369301525994,0.05507785499610728
15,0,0.2594008273783689,0.28876071200228726,0.3251495361328125,0.587197692478367,1.0266525735537226,0.022669050266385434
20,0,0.25274168411964215,0.28072593084695524,0.3278350830078125,0.5596849345462613,1.0259509400109357,0.010388198337854917
25,0,0.2465951113011027,0.2746930700319658,0.3274078369140625,0.5619591746172621,1.0253053610788494,0.006855423654012533
30,0,0.25079535743157544,0.2789127304069471,0.32550048828125,0.5623474595074329,1.025748072738741,0.006301911809318051
35,0,0.24716777562818779,0.2744031872101714,0.32525634765625,0.5447082316396716,1.0253667494859253,0.006543094623686813
40,0,0.2514763521587125,0.2786174659816546,0.3242950439453125,0.5428222764588418,1.0258220794243988,0.007079980225019411
45,0,0.2520309604549809,0.2798099708832037,0.3228759765625,0.5555802085644553,1.0258827823973584,0.006972332897017837
50,0,0.2535669426105249,0.2822112736511284,0.322509765625,0.5728866208120701,1.026045502088747,0.0068068628439283164
-50,5,0.25259943428979337,0.2787393277887949,0.32415771484375,0.5227978699800311,1.0259455276790068,0.004912932145403993
-45,5,0.2522755894355147,0.2769094922533536,0.3231048583984375,0.49267805635677836,1.0259088966033718,0.0064931973901373365
-40,5,0.25297188879932175,0.2779386072373071,0.322967529296875,0.4993343687597071,1.0259813035976157,0.008510353313885059
-35,5,0.25605661910344557,0.2811009945194651,0.321319580078125,0.5008875083203905,1.026303541978521,0.008153127347753818
-30,5,0.2522678510226745,0.27719019404464035,0.322357177734375,0.49844686043931663,1.0259032861445068,0.008112162717576156
-25,5,0.25195688281944567,0.27863205477418274,0.3228302001953125,0.5335034390947415,1.0258697717927476,0.008106013549194255
-20,5,0.2514097013989368,0.2797572718449097,0.322357177734375,0.5669514089194586,1.0258106404547929,0.010502050635845087
