x,y,mi,mis,sc,sc_masked,mean_intensity,p-cor
0,-1000,0.18288572369665942,0.018286211826235632,0.284881591796875,-0.8229975593521189,153.67372975371643,-0.05533521902587686
100,-1000,0.1749203963099466,0.009033997374956582,0.283233642578125,-0.8294319946749501,154.26009540714443,-0.0308159759441105
200,-1000,0.1374333941315517,-0.04321892448393533,0.2811279296875,-0.9032615930774351,158.85173064122475,0.030185066077831866
300,-1000,0.08218765313044518,-0.11706905865122777,0.2806854248046875,-0.9962835589083647,164.77118926114932,-0.024303862360365372
400,-1000,0.019755185201619774,-0.18024481479838023,0.2797088623046875,-1.0,165.03966052806746,-0.045869673127859806
500,-1000,0.019076128927134985,-0.18092387107286503,0.2797088623046875,-1.0,165.03966052806746,-0.045869673127859806
600,-1000,0.019076128927134985,-0.18092387107286503,0.2797088623046875,-1.0,165.03966052806746,-0.045869673127859806
700,-1000,0.019076128927134985,-0.18092387107286503,0.2797088623046875,-1.0,165.03966052806746,-0.045869673127859806
800,-1000,0.018981043273550303,-0.18101895672644971,0.2797088623046875,-1.0,165.03966052806746,-0.045869673127859806
900,-1000,0.013148704889806115,-0.18685129511019388,0.2797088623046875,-1.0,165.479531839361,0.03272980670920444
1000,-1000,0.007910916279370815,-0.1920890837206292,0.2797088623046875,-1.0,165.77851120479255,0.013431482545777126
1100,-1000,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
1200,-1000,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
-1200,-900,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
-1100,-900,0.007420689141886038,-0.19257931085811397,0.2797088623046875,-1.0,165.5827046816064,-0.005486167630842669
-1000,-900,0.022642251128733117,-0.1773577488712669,0.2797088623046875,-1.0,164.42755713334813,0.08478401783277277
-900,-900,0.01634446261174817,-0.18365553738825185,0.2797088623046875,-1.0,163.32871089416463,0.14694443426088544
-800,-900,0.018220656400566908,-0.1817793435994331,0.2797088623046875,-1.0,163.10156423341468,0.14206699939175774
-700,-900,0.018220656400566908,-0.1817793435994331,0.2797088623046875,-1.0,163.10156423341468,0.14206699939175774
-600,-900,0.08358611501425078,-0.10847068551825423,0.279998779296875,-0.960284002662525,160.5895274018194,-0.07984050642819171
-500,-900,0.17714674536620098,0.0016752565709935163,0.2839508056640625,-0.8773574439760373,155.26780563567783,-0.09550314081214417
-400,-900,0.24051690182194593,0.0970068064148015,0.287872314453125,-0.7175504770357222,144.93021965830928,0.004826900475284426
-300,-900,0.27228965468907784,0.16293753576296288,0.2952423095703125,-0.5467605946305747,133.99351009540715,0.07306259888934352
-200,-900,0.27953685625325564,0.1974645243251438,0.2981109619140625,-0.41036165964055915,124.49561792766808,0.06438315378017381
-100,-900,0.26181945112832816,0.18343027872983692,0.2974700927734375,-0.3919458619924562,122.48047481695141,0.12935548702040625
0,-900,0.27421152220161893,0.20296679178227123,0.3000640869140625,-0.3562236520967384,122.38201686265809,0.09948788869425933
100,-900,0.27515310915560665,0.16979477767124895,0.2964324951171875,-0.5267916574217884,131.62064566230308,0.09269803406551519
200,-900,0.26343354816975445,0.1491557580654722,0.2908477783203125,-0.5713889505214111,135.7865542489461,0.053843895256920356
300,-900,0.23614454749476324,0.09060427680472552,0.2870025634765625,-0.7277013534501886,145.63922786776126,-0.02937614808283752
400,-900,0.18118899267547045,0.01396023740588978,0.2823028564453125,-0.8361437763479033,153.00260705569116,0.020835324005071872
500,-900,0.11236832482431575,-0.08120833370685801,0.2805633544921875,-0.9678832926558687,160.98724206789439,0.029219228107359704
600,-900,0.02005577382249349,-0.17994422617750652,0.2797088623046875,-1.0,163.09984468604392,0.14115450030263893
700,-900,0.018220656400566908,-0.1817793435994331,0.2797088623046875,-1.0,163.10156423341468,0.14206699939175774
800,-900,0.016632624857989227,-0.1833673751420108,0.2797088623046875,-1.0,163.1356778344797,0.14068033355902082
900,-900,0.014138782041834419,-0.1858612179581656,0.2797088623046875,-1.0,164.46555358331486,0.055834195230278605
1000,-900,0.01410839813210259,-0.1858916018678974,0.2797088623046875,-1.0,165.49617262036833,-0.0007547238567475566
1100,-900,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
1200,-900,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
-1200,-800,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
-1100,-800,0.006826541181354551,-0.19317345881864545,0.2797088623046875,-1.0,165.47648102950964,0.0016432859153348064
-1000,-800,0.023822588366524455,-0.17617741163347556,0.2797088623046875,-1.0,163.6745617927668,0.08023405162572224
-900,-800,0.023779487279489572,-0.17622051272051042,0.2797088623046875,-1.0,161.26525404925673,0.00690335131886875
-800,-800,0.005942546580601535,-0.19405745341939848,0.2797088623046875,-1.0,160.96677390725537,0.10754441361195005
-700,-800,0.12021662784058106,-0.0650507340409366,0.2806396484375,-0.9263368094075882,156.46438872864434,-0.09195736625175097
-600,-800,0.20719968370872482,0.05975127012984752,0.2840728759765625,-0.7372420678943865,143.4706567561571,-0.04055661375555127
-500,-800,0.25957154836224217,0.1693896091565621,0.2916717529296875,-0.45090969602840025,125.4074772575993,0.13617227190547931
-400,-800,0.2652047043288862,0.23112438482589087,0.3021392822265625,-0.17040159751497672,107.7015753272687,0.09288564650673609
-300,-800,0.2694587764943334,0.30649006116262717,0.3109130859375,0.18515642334146884,86.1656867095629,0.034230185179766004
-200,-800,0.2793704418691765,0.3826320349466116,0.3119659423828125,0.5163079653871755,65.41235855336144,0.04359127019770762
-100,-800,0.25567635153467216,0.3574402743214483,0.3145599365234375,0.5088196139338806,66.12253161748392,-0.1098536177152495
0,-800,0.26470218609611185,0.3807328051331653,0.3167724609375,0.5801530951852674,62.545041047259815,0.09143892133691348
100,-800,0.27534475293835164,0.3457907258693479,0.31243896484375,0.35222986465498113,75.73352562680275,0.04270190588179199
200,-800,0.2591595389814482,0.3132642649632543,0.3094482421875,0.2705236299090304,78.91729531839361,0.01047547671781357
300,-800,0.26825877862548586,0.27223037835923336,0.304168701171875,0.01985799866873752,95.20928555580208,0.1698946909880275
400,-800,0.24765941731341012,0.169259151060914,0.295196533203125,-0.3920013312624806,122.4081983581096,0.04160217318525199
500,-800,0.21158164802967844,0.07213190318832055,0.288116455078125,-0.6972487242067894,141.63284890170846,0.009986148802376572
600,-800,0.1485732450137932,-0.022516171449486144,0.2810516357421875,-0.8554470823163968,151.71355668959396,0.01522220160471299
700,-800,0.03414476009649926,-0.16563336282340313,0.2806243896484375,-0.9988906145995119,160.8904481917018,-0.007326753621264686
800,-800,0.0035951649531868485,-0.19640483504681316,0.2797088623046875,-1.0,160.9732083425782,-0.005238214369781958
900,-800,0.02116533072145413,-0.17883466927854588,0.2797088623046875,-1.0,162.95346128244952,-0.10420523562318108
1000,-800,0.03573403329543899,-0.164265966704561,0.2797088623046875,-1.0,165.21854892389615,0.017464440949125522
1100,-800,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
1200,-800,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
-1200,-700,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
-1100,-700,0.006826541181354551,-0.19317345881864545,0.2797088623046875,-1.0,165.47648102950964,0.0016432859153348064
-1000,-700,0.023822588366524455,-0.17617741163347556,0.2797088623046875,-1.0,163.6745617927668,0.08023405162572224
-900,-700,0.026091505005815863,-0.17390849499418415,0.2797088623046875,-1.0,161.2809518526736,0.01254664773328671
-800,-700,0.13053252257885642,-0.05028620384670385,0.2800750732421875,-0.9040936321278012,154.80330596849345,-0.07378485965667436
-700,-700,0.23998100264013852,0.11009415995098831,0.2896881103515625,-0.649434213445751,138.10511426669626,0.056352466019691926
-600,-700,0.27225229689626723,0.21679412072586562,0.29779052734375,-0.277290880852008,114.00288440204127,0.0990281707320459
-500,-700,0.2677485138978535,0.32231918174786456,0.30963134765625,0.27285333925005545,80.52218770800977,-0.012507133780166641
-400,-700,0.2553422289494831,0.3643504384014467,0.3183746337890625,0.5450410472598181,64.52856667406257,-0.056502067682181356
-300,-700,0.23672947950145926,0.3594940679194757,0.320281982421875,0.6138229420900821,62.09035944086976,0.04608568946150587
-200,-700,0.24019396418990466,0.36309167885597965,0.319671630859375,0.614488573330375,60.828100732194365,0.007924720950000814
-100,-700,0.25093702152446123,0.3644382418484018,0.31634521484375,0.5675061016197027,64.16873751941425,0.04918706124268402
0,-700,0.2549981622283094,0.34033208723385633,0.3160552978515625,0.42666962502773464,69.47953183936099,0.1938361770002423
100,-700,0.2553369447909869,0.36142747063966674,0.3177947998046875,0.5304526292433992,67.06778344796983,-0.0497954425809124
200,-700,0.247092283849831,0.33502217069252016,0.3133087158203125,0.43964943421344577,71.2754603949412,0.07404938004883418
300,-700,0.2538153360127756,0.3801521454203638,0.3175201416015625,0.631684047037941,60.80042156645219,-0.03044616941688682
400,-700,0.24651300404865345,0.3310148900038343,0.3125152587890625,0.42250942977590417,72.89777013534501,0.011102050340335798
500,-700,0.2473570523169106,0.2425090381167775,0.302337646484375,-0.024240071000665633,98.79992234302196,0.037649979441893584
600,-700,0.22668125912074544,0.11425614263527839,0.2907867431640625,-0.5621255824273352,133.21122698025295,0.0380423673729203
700,-700,0.17236549974199805,0.0005549827684014352,0.2833099365234375,-0.8590525848679831,151.97415132016863,0.018254824517642487
800,-700,0.03258609967893919,-0.1671920232409632,0.2797088623046875,-0.9988906145995119,160.93332593743065,-0.005795067147579999
900,-700,0.02116533072145413,-0.17883466927854588,0.2797088623046875,-1.0,162.95346128244952,-0.10420523562318108
1000,-700,0.03573403329543899,-0.164265966704561,0.2797088623046875,-1.0,165.21854892389615,0.017464440949125522
1100,-700,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
1200,-700,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
-1200,-600,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
-1100,-600,0.006826541181354551,-0.19317345881864545,0.2797088623046875,-1.0,165.47648102950964,0.0016432859153348064
-1000,-600,0.023822588366524455,-0.17617741163347556,0.2797088623046875,-1.0,163.6745617927668,0.08023405162572224
-900,-600,0.11893225532263335,-0.06987404598644142,0.280303955078125,-0.9440315065453738,157.74517417350788,-0.10315164610500345
-800,-600,0.24254963386554693,0.11316201460661637,0.288665771484375,-0.6469380962946527,138.4765919680497,-0.0009659164239546796
-700,-600,0.2909595191364406,0.25154305585709735,0.30377197265625,-0.19708231639671622,109.50488129576215,0.06496529603216965
-600,-600,0.27356486523885915,0.3504452734926865,0.313690185546875,0.3844020412691369,75.0132016862658,0.061881404518932245
-500,-600,0.24052779512567157,0.35697998061491054,0.314697265625,0.5822609274461948,61.966330153095186,-0.012760585385646953
-400,-600,0.24191590006676011,0.3608531088530925,0.31787109375,0.5946860439316619,63.69941202573774,-0.012830480158867077
-300,-600,0.24262386809897762,0.3581552637058114,0.31610107421875,0.577656978034169,64.87879964499668,-0.007779905535881635
-200,-600,0.23661716267612395,0.35257012473514326,0.321685791015625,0.5797648102950965,64.44880186376747,-0.05607758338919378
-100,-600,0.237388139295448,0.3599308506333668,0.317291259765625,0.6127135566895939,61.4254493010872,-0.0010189224309185496
0,-600,0.23910926440966743,0.35226657525945665,0.3188934326171875,0.5657865542489461,64.39865764366542,0.007935713054813
100,-600,0.24289847561745515,0.3601272308870358,0.3173370361328125,0.5861437763479033,64.78899489682716,-0.03699243547432189
200,-600,0.2439694282756528,0.36374976996635616,0.3179473876953125,0.5989017084535168,63.683104060350566,-0.05451370768024055
300,-600,0.24202866344432156,0.3622416654412153,0.3236541748046875,0.6010650099844687,63.26059463057466,0.035267104303517906
400,-600,0.2409504520952959,0.35461808022930963,0.316162109375,0.5683381406700688,64.20784335478145,-0.047802380655514655
500,-600,0.2555363838307557,0.3516535349290473,0.31427001953125,0.4805857554914577,69.35422675837586,0.0077187590171006945
600,-600,0.252814868055445,0.278330732266672,0.301300048828125,0.1275793210561349,90.87946527623697,-0.04991415583689533
700,-600,0.23036066981089143,0.11807977342748782,0.2903900146484375,-0.561404481917018,132.88068560017751,0.04767981509407064
800,-600,0.14584531465306114,-0.03565013686679688,0.279937744140625,-0.90747725759929,155.5309518526736,-0.010318667508409022
900,-600,0.02116533072145413,-0.17883466927854588,0.2797088623046875,-1.0,162.95346128244952,-0.10420523562318108
1000,-600,0.03573403329543899,-0.164265966704561,0.2797088623046875,-1.0,165.21854892389615,0.017464440949125522
1100,-600,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
1200,-600,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
-1200,-500,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
-1100,-500,0.006826541181354551,-0.19317345881864545,0.2797088623046875,-1.0,165.47648102950964,0.0016432859153348064
-1000,-500,0.05368675562187204,-0.14466026013140065,0.2797088623046875,-0.9917350787663635,163.05458176170401,-0.014026176131457058
-900,-500,0.20608501188973916,0.0585478474788228,0.2835845947265625,-0.7376858220545818,143.9811404481917,-0.07358312672990452
-800,-500,0.25638310578869755,0.19429080492337694,0.2938385009765625,-0.3104615043266031,117.50199689372087,0.060318818174224985
-700,-500,0.2858213817898226,0.37347392228238974,0.3110504150390625,0.4382627024628356,70.37447304193476,0.05647316228748234
-600,-500,0.24745505686986388,0.36936541852950444,0.32342529296875,0.6095518082982028,63.095351675171955,-0.0639860414678308
-500,-500,0.24190016351320073,0.3582857858784104,0.3255767822265625,0.5819281118260484,62.48696472154426,-0.016081144286146883
-400,-500,0.24078536824251665,0.3593786675546977,0.322540283203125,0.5929664965609053,63.670623474595075,0.05629723475615035
-300,-500,0.23299257797968667,0.3409024958851671,0.3188018798828125,0.5395495895274018,65.34146882627024,-0.02480605573757095
-200,-500,0.23424422399023415,0.3475901303581064,0.3194427490234375,0.566729531839361,63.99306634124695,0.028274208357074865
-100,-500,0.23629074737230255,0.34080594595228925,0.3182525634765625,0.5225759928999334,67.76015087641447,-0.08231614411060574
0,-500,0.2372934876074459,0.3471337361097756,0.3134765625,0.5492012425116486,64.6677390725538,0.014275068018855974
100,-500,0.24134715989483294,0.3778681272789022,0.3172149658203125,0.6826048369203461,57.50987353006435,0.1342822111165447
200,-500,0.24781305278492383,0.35646625890873124,0.3195343017578125,0.543266030619037,66.86853783004216,-0.054414781564107874
300,-500,0.24550873707741344,0.36181670246458897,0.3219451904296875,0.5815398269358775,64.56922564899045,-0.051753785130963785
400,-500,0.24100778952165217,0.36036656476017004,0.3246307373046875,0.5967938761925893,63.65120923008653,-0.025239611245710152
500,-500,0.24166085376499472,0.36613389569976285,0.3205413818359375,0.6223652096738407,61.56356778344797,-0.07139536012695344
600,-500,0.25315967792551697,0.34274254901493345,0.3154449462890625,0.4479143554470823,71.63506767250944,-0.07318120285350327
700,-500,0.25639704762766224,0.2511052792673339,0.298126220703125,-0.026458841801641892,100.82421788329266,0.03885855180223639
800,-500,0.23895422065892574,0.10089120756817802,0.286285400390625,-0.6903150654537387,141.40891945861992,0.04025692740285108
900,-500,0.10633366150605073,-0.08920660918398701,0.2812347412109375,-0.9777013534501886,161.71144885733304,-0.06041356908972421
1000,-500,0.03573403329543899,-0.164265966704561,0.2797088623046875,-1.0,165.21854892389615,0.017464440949125522
1100,-500,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
1200,-500,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
-1200,-400,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
-1100,-400,0.006826541181354551,-0.19317345881864545,0.2797088623046875,-1.0,165.47648102950964,0.0016432859153348064
-1000,-400,0.13164288417924605,-0.05558808986113559,0.2798004150390625,-0.9361548702019081,159.30508098513423,-0.06932103691663287
-900,-400,0.26640095196194535,0.17280210572276183,0.2884979248046875,-0.4679942311959175,126.02252052362991,0.08717126570059652
-800,-400,0.2853325508206083,0.32297399745917055,0.3018035888671875,0.18820723319281119,85.0738850676725,0.08917470080074281
-700,-400,0.24588237487558967,0.37433811039811016,0.316192626953125,0.6422786776126026,60.396050587974266,0.055814274282427336
-600,-400,0.24444864530236596,0.3614444296378441,0.319854736328125,0.5849789216773907,62.92106722875527,-0.005922189345321443
-500,-400,0.24426626400517115,0.3456973711718008,0.320709228515625,0.5071555358331484,66.94935655646772,0.0011276844644067753
-400,-400,0.23705897551659894,0.3560738412809655,0.3169097900390625,0.5950743288218328,64.04276680718881,0.08141681326017429
-300,-400,0.2358460969407034,0.34962466361476596,0.3189544677734375,0.5688928333703128,63.91047259818061,-0.06728957900368222
-200,-400,0.23674325724848796,0.3416134591566309,0.3183135986328125,0.5243510095407145,66.55929664965609,0.03569672708303212
-100,-400,0.24344367913668716,0.36675186640094276,0.3169708251953125,0.616540936321278,62.25238517861105,-0.04491844770665656
0,-400,0.2400829854996313,0.3364220136780205,0.3177490234375,0.48169514089194587,68.47220989571777,-0.10778316646747686
100,-400,0.2597500419778721,0.3611478675824871,0.3170013427734375,0.5069891280230752,67.6890947415132,0.06728622163870071
200,-400,0.2505833894926289,0.36640322530358965,0.321197509765625,0.5790991790548037,65.5070445972931,-0.0356758425334727
300,-400,0.2589715540509664,0.36977696785172076,0.3166656494140625,0.554027069003772,66.73064122476148,-0.09301301242218651
400,-400,0.2563580611185811,0.3863780300557899,0.3205718994140625,0.650099844686044,60.80752163301531,0.06565218596778961
500,-400,0.24500358965123997,0.3542003946212866,0.318878173828125,0.545984024850233,64.17811182604837,0.11879253134803171
600,-400,0.24060475805513612,0.3508332914476367,0.3225860595703125,0.5511426669625028,66.23258264921233,-0.03190367864711622
700,-400,0.2545370605363888,0.3178718730502561,0.31463623046875,0.3166740625693366,78.88717550477035,-0.07489590816321272
800,-400,0.24315909356694604,0.17540892715913597,0.2928466796875,-0.3387508320390504,120.10017750166408,0.04915860663467071
900,-400,0.17716622141945496,0.003414279995004099,0.2816009521484375,-0.8687597071222543,154.51103838473486,-0.0032229664463331673
1000,-400,0.03573403329543899,-0.164265966704561,0.2797088623046875,-1.0,165.21854892389615,0.017464440949125522
1100,-400,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
1200,-400,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
-1200,-300,0.0,-0.2,0.2797088623046875,-1.0,165.93826270246282,
-1100,-300,0.010830240809100269,-0.18916975919089973,0.2797088623046875,-1.0,165.49517417350788,0.008344547139653857
-1000,-300,0.21363373665161883,0.06638501244482939,0.2835845947265625,-0.7362436210339472,145.8131794985578,-0.02581755794054453
-900,-300,0.27910431278574854,0.23247684440323246,0.2992401123046875,-0.23313734191258043,112.46932549367651,0.13225997242696416
