% # columns="iteration, evaluation, sigma, beta, void,  sigvec==sigma_vec.scaling factors from diagonal decoding", seed=958744, Tue Apr 23 21:08:10 2024, <python>{}</python>
1 256 114.51353914545564 1 0 1.0 0.9982963681988306 0.9327138239867206
2 512 114.83213855653447 1 0 1.0 0.9358235773774519 0.9327138239867206
3 768 123.54178153807047 1 0 1.0 0.8434456215228152 0.9327138239867206
4 1024 126.0531694039923 1 0 1.0 0.7805808566658191 0.9327138239867206
5 1280 123.18701244651379 1 0 1.0 0.6952186840284453 0.9327138239867206
6 1536 117.49800538535496 1 0 1.0 0.6952186840284453 0.9327138239867206
7 1792 112.01848618883075 1 0 1.0 0.6329461338173759 0.9327138239867206
8 2048 113.56108397851955 1 0 1.0 0.6329461338173759 0.9327138239867206
9 2304 121.44695755489002 1 0 0.8578067349115067 0.5847566374094897 0.9327138239867206
10 2560 118.70225596883067 1 0 0.8578067349115067 0.5847566374094897 0.9327138239867206
11 2816 118.61354498154418 1 0 0.8578067349115067 0.5547388108604415 0.9327138239867206
12 3072 121.09652350836649 1 0 0.7946456788905516 0.537410405824486 0.9327138239867206
13 3328 118.96845331070149 1 0 0.7946456788905516 0.537410405824486 0.9327138239867206
14 3584 112.1788227002595 1 0 0.7946456788905516 0.537410405824486 0.9327138239867206
15 3840 124.38492821354396 1 0 0.7946456788905516 0.4896479427894817 0.9327138239867206
16 4096 119.96071276137187 1 0 0.7946456788905516 0.4896479427894817 0.9327138239867206
17 4352 129.8630339049269 1 0 0.6741992127232287 0.4270801592049735 0.9327138239867206
18 4608 139.88942382985726 1 0 0.6642124788554301 0.4195593546478259 0.9327138239867206
19 4864 141.3939889951093 1 0 0.6317240026091814 0.4003017199056273 0.8755929750130691
20 5120 144.7318604377989 1 0 0.618708848790501 0.3816573224116163 0.8755929750130691
21 5376 149.2571903991286 1 0 0.5806412988915257 0.3378482046840424 0.8561548653565781
22 5632 157.43907125107123 1 0 0.5374954220559272 0.31879232709564187 0.7598067100366149
23 5888 160.18660848022787 1 0 0.5374954220559272 0.31879232709564187 0.7598067100366149
24 6144 177.51462184760462 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
25 6400 170.16111965303352 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
26 6656 170.00049512162522 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
27 6912 162.6440570634468 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
28 7168 161.7828750645404 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
29 7424 157.2777405430941 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
30 7680 152.299879063463 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
31 7936 164.4900297109154 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
32 8192 150.24038727102368 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
33 8448 148.85893304672723 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
34 8704 165.3152200129044 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
35 8960 162.79509004109246 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
36 9216 156.5410209378493 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
37 9472 143.02877713691026 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
38 9728 138.04903167689898 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
39 9984 135.9460222120342 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
40 10240 134.05389071127374 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
41 10496 138.85417900529634 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
42 10752 142.04039134486734 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
43 11008 137.27966221202857 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
44 11264 144.74366368033736 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
45 11520 153.015228349923 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
46 11776 160.10116654602982 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
47 12032 168.40227901025779 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
48 12288 179.00443225812634 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
49 12544 178.8320211284687 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
50 12800 184.12070605827952 1 0 0.5374954220559272 0.31879232709564187 0.7271381916636513
