x,y,mi,mis,sc,sc_masked,nmi,masked_mi,mis_masked
0,0,0.7022106952338031,0.7502091098196136,0.234619140625,0.47998414585810545,1.0771886445496246,0.03323509946670353,-0.012226652415975828
10,0,0.6830952232039555,0.7320845216581767,0.2330322265625,0.48989298454221164,1.074974605657531,0.0316621882326112,-0.01173852520377406
20,0,0.6905713760179711,0.7420577018205871,0.23321533203125,0.5148632580261593,1.0758849826043717,0.032964776526226466,-0.008374898463864702
30,0,0.6845089054319206,0.7373428332955749,0.23504638671875,0.5283392786365438,1.0751673300430906,0.034528225668957836,-0.007128532159024724
40,0,0.6790341123927713,0.7357523050205954,0.2335205078125,0.5671819262782402,1.0745537507138436,0.0317881909826911,-0.01070090929475638
50,0,0.6909285316982434,0.7327834662999081,0.23162841796875,0.41854934601664684,1.07597074116628,0.03276223037334808,-0.018644824719795006
60,0,0.6833640579883052,0.7331064281825185,0.23211669921875,0.49742370194213237,1.0751143107888792,0.03292027724090678,-0.010678612969160603
70,0,0.6860746268638436,0.7341919475138634,0.23651123046875,0.4811732065001982,1.075407469946874,0.03450462193587493,-0.013929781552036287
80,0,0.6782106617204371,0.7271206894651854,0.23382568359375,0.48910027744748313,1.0744643623613157,0.03585579174143462,-0.006752214600222142
90,0,0.6855916924247705,0.7348188030074102,0.23260498046875,0.49227110582639716,1.0753561854234568,0.03486211967030175,-0.013453377753400199
100,0,0.6876411932703645,0.7426550656445223,0.2313232421875,0.5501387237415775,1.075570228631414,0.03472895629595277,-0.010851701650935859
110,0,0.6980041985704476,0.7498472425656914,0.2318115234375,0.5184304399524375,1.0767899192355306,0.029731244219634807,-0.01271822070307626
120,0,0.6869031694614838,0.7462769308566483,0.23199462890625,0.5937376139516448,1.0754906878576889,0.03338352372608534,-0.003041367276689133
130,0,0.6805118237946555,0.7344555415909297,0.23162841796875,0.5394371779627428,1.0747119218965524,0.032080071950012036,-0.005216796856963787
140,0,0.6893828619952758,0.7409088231526282,0.23419189453125,0.5152596115735236,1.075758251790117,0.03385414927667252,-0.0038390730776675583
150,0,0.6844924493321772,0.7398630398989628,0.2364501953125,0.5537059056678557,1.075156179577606,0.035552653964680034,-0.008680401921170151
160,0,0.6810560996059118,0.7354358063042868,0.22943115234375,0.5437970669837495,1.0747543575927965,0.03350595650341624,-0.008190436679302741
170,0,0.6887728193240882,0.7430732553129903,0.2320556640625,0.543004359889021,1.0756756393701785,0.03617565664607725,0.002168522282224687
180,0,0.6867346666885519,0.7479316544015919,0.2344970703125,0.6119698771304003,1.0754432630662942,0.03422651157254972,0.006243951128633744
190,0,0.688166162938415,0.7427836817652085,0.2373046875,0.546175188267935,1.0756098369606717,0.035507561657046174,-0.0006002465078369032
200,0,0.6840297465693171,0.7338513874730033,0.234130859375,0.4982164090368609,1.075072757441862,0.03640598931209465,-0.009412480763212529
